ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
2,../plateField4.x,0,0,0,0,0,0,1,normal
503,../collision_wall.x,-13.5,1.5,18,0,0,0,1,normal
504,../collision_wall.x,13.5,1.51,14,0,0,0,1,normal
505,../collision_wall.x,-7,1.52,1.0,0,1.5708,0,1,normal
506,../collision_wall.x,7,1.53,-1.0,0,1.5708,0,1,normal
507,../collision_wall.x,-11.5,1.54,-12,0,0,0,1,normal
508,../collision_wall.x,11.5,1.55,-16,0,0,0,1,normal
509,../collision_wall.x,-1.5,1.56,22,0,1.5708,0,1,normal
510,../collision_wall.x,2.5,1.57,-22,0,0,0,1,normal
513,../collision_moving_platform.x,-0.5,0.82,2,0,0,0,1,normal
514,../collision_moving_platform.x,0.5,0.83,-2,0,0,0,1,normal
519,../cube_wood.x,-14.5,1,22,0,0,0,1,normal
520,../cube_wood.x,-6,1.01,19.0,0,0,0,1,normal
521,../cube_wood.x,0.5,1.02,8,0,0,0,1,normal
522,../cube_wood.x,2.5,1.03,-8,0,0,0,1,normal
523,../cube_wood.x,8,1.04,-19.0,0,0,0,1,normal
524,../cube_wood.x,14.5,1.05,-22,0,0,0,1,normal
526,..\SkySphere\SkySphere.blend.x, 0,0.01,0, 0, 0, 0, 1, normal
