ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x240.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage_4_5/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
4501,res/model/collision_wall/collision_wall_collision.x,-38,1.5,-54,0,90,0,1,Collision,n,
4502,res/model/collision_wall/collision_wall_collision.x,38,1.5,-54,0,90,0,1,Collision,n,
4503,res/model/collision_wall/collision_wall_collision.x,-38,1.5,0,0,90,0,1,Collision,n,
4504,res/model/collision_wall/collision_wall_collision.x,38,1.5,0,0,90,0,1,Collision,n,
4505,res/model/collision_wall/collision_wall_collision.x,-38,1.5,54,0,90,0,1,Collision,n,
4506,res/model/collision_wall/collision_wall_collision.x,38,1.5,54,0,90,0,1,Collision,n,
4507,res/model/cubeWoodSmall/cube_wood_small_collision.x,-44,0,-66,0,0,0,1,Collision,n,
4508,res/model/cubeWoodSmall/cube_wood_small_collision.x,44,0,-66,0,0,0,1,Collision,n,
4509,res/model/cubeWoodSmall/cube_wood_small_collision.x,-44,0,-12,0,0,0,1,Collision,n,
4510,res/model/cubeWoodSmall/cube_wood_small_collision.x,44,0,-12,0,0,0,1,Collision,n,
4511,res/model/cubeWoodSmall/cube_wood_small_collision.x,-44,0,42,0,0,0,1,Collision,n,
4512,res/model/cubeWoodSmall/cube_wood_small_collision.x,44,0,42,0,0,0,1,Collision,n,
8090,res/model/collision_wall/collision_wall_tall_collision.x,-42,1.5,-72,0,0,0,1,Collision,n
8091,res/model/collision_wall/collision_wall_tall_collision.x,0,1.5,0,0,90,0,1,Collision,n
8092,res/model/collision_wall/collision_wall_tall_collision.x,42,1.5,72,0,0,0,1,Collision,n
