"PageNo","Image","Resolution","Message","CharLeft","CharLeftResolution","CharLeftFlip","CharLeftScale","CharCenter","CharCenterResolution","CharCenterFlip","CharCenterScale","CharRight","CharRightResolution","CharRightFlip","CharRightScale"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","　海岸では、小さな焚火が燃えていた。
　マリンとかなたは、濡れた服を乾かしながら、火の前に座っていた。空はまだ暗い。波の音が、
先ほどの戦いが嘘だったかのように静かに響いている。","","","","","res\2D_Image\novel_chr_kanata_normal_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_normal_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「かなたんはなんでこの島に来たの？」
「マリンが無人島で帰れなくなってるって聞いて、飛んできたよ。文字通り」","","","","","res\2D_Image\novel_chr_kanata_normal_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_normal_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「スパダリだ～。前もあったなぁ、そんなこと」
　マリンは火に手をかざしながら、ため息をついた。","","","","","res\2D_Image\novel_chr_kanata_normal_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_normal_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「ここでころさんが迎えに来てくれるのを待とう……」","","","","","res\2D_Image\novel_chr_kanata_normal_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","　だが、すぐに表情を曇らせる。
「あの黒い亡霊みたいなやつが、人食い妖怪だったのか……」","","","","","res\2D_Image\novel_chr_kanata_normal_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「そうじゃ」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「う、うわあ！」
　かなたが小さく悲鳴を上げた。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","　焚火の向こうに、白い亡霊が立っていた。山頂でマリンが倒したはずの、あの白い人影だった。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「おまけにワシをぶっ飛ばすし、大変なことをしてくれたのう」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_surprised_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「げ……」
　マリンは気まずそうに目をそらした。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「あなたは何者？」
「元、討伐隊の隊員じゃ」
　白い亡霊は、焚火の光を透かしながら静かに言った。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「まず、お主が引っこ抜いた黄金の十字架は、妖怪を封印するための道具だったんじゃ。
普段は見えないようにしておったんじゃが、新月の夜だけ見えてしまう。
だからワシが見張っておった」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","　かなたがマリンを見た。
「マリン、なんてことしたの」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「あちゃぁ～」
　マリンは頭を抱えた。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「そこで頼みなんじゃが、奴を倒してくれんかのう」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「えぇ……船長が悪いのはそうなんだけど、戦ってどうにかなる感じじゃないですよ」","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
"1","res\2D_Image\story_bg_beach_camp.png","1672x941","「残念じゃが、もうすぐ奴はここに来る。ここにいるメンバーで戦うしかないのじゃ」
　白い亡霊は、マリンをまっすぐ見た。","res\2D_Image\ending_chr_white_ghost_transparent.png","","false","0.70","res\2D_Image\novel_chr_kanata_worried_transparent.png","","false","0.70","res\2D_Image\novel_chr_marine_worried_transparent.png","","false","0.70"
