ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
2,../plateField256x512.x,0,0,0,0,0,0,1,normal
1203,../collision_wall.x,-10.5,1.5,16,0,90,0,1,normal
1204,../collision_wall.x,10.5,1.51,12,0,0,0,1,normal
1205,../collision_wall.x,-6,1.52,7.0,0,90,0,1,normal
1206,../collision_wall.x,6,1.53,-7.0,0,90,0,1,normal
1207,../collision_wall.x,-8.5,1.54,-10,0,0,0,1,normal
1208,../collision_wall.x,8.5,1.55,-14,0,90,0,1,normal
1209,../collision_wall.x,-4.5,1.56,20,0,90,0,1,normal
1210,../collision_wall.x,5.5,1.57,-20,0,0,0,1,normal
1213,../collision_moving_platform.x,-3.5,0.82,0,0,0,0,1,normal
1214,../collision_moving_platform.x,3.5,0.83,0,0,0,0,1,normal
1219,../cubeWood/cube_wood.x,-11.5,1,20,0,0,0,1,normal
1220,../cubeWood/cube_wood.x,-5,1.01,13.0,0,0,0,1,normal
1221,../cubeWood/cube_wood.x,-2.5,1.02,10,0,0,0,1,normal
1222,../cubeWood/cube_wood.x,5.5,1.03,-10,0,0,0,1,normal
1223,../cubeWood/cube_wood.x,7,1.04,-13.0,0,0,0,1,normal
1224,../cubeWood/cube_wood.x,11.5,1.05,-20,0,0,0,1,normal
1226,..\SkySphere\SkySphere.blend.x, 0,0.01,0, 0, 0, 0, 1, normal
201,../fence.x,-11,0.5,-30,0,0,0,1,normal
202,../fence.x,-3,0.5,-30,0,0,0,1,normal
203,../fence.x,5,0.5,-30,0,0,0,1,normal
204,../fence.x,13,0.5,-30,0,0,0,1,normal
205,../fence.x,-11,0.5,30,0,0,0,1,normal
206,../fence.x,-3,0.5,30,0,0,0,1,normal
207,../fence.x,5,0.5,30,0,0,0,1,normal
208,../fence.x,13,0.5,30,0,0,0,1,normal
209,../fence.x,-15,0.5,-26,0,90,0,1,normal
210,../fence.x,-15,0.5,-18,0,90,0,1,normal
211,../fence.x,-15,0.5,-10,0,90,0,1,normal
212,../fence.x,-15,0.5,-2,0,90,0,1,normal
213,../fence.x,-15,0.5,6,0,90,0,1,normal
214,../fence.x,-15,0.5,14,0,90,0,1,normal
215,../fence.x,-15,0.5,22,0,90,0,1,normal
216,../fence.x,-15,0.5,30,0,90,0,1,normal
217,../fence.x,15,0.5,-26,0,90,0,1,normal
218,../fence.x,15,0.5,-18,0,90,0,1,normal
219,../fence.x,15,0.5,-10,0,90,0,1,normal
220,../fence.x,15,0.5,-2,0,90,0,1,normal
221,../fence.x,15,0.5,6,0,90,0,1,normal
222,../fence.x,15,0.5,14,0,90,0,1,normal
223,../fence.x,15,0.5,22,0,90,0,1,normal
224,../fence.x,15,0.5,30,0,90,0,1,normal
