ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
1,../ground/stage_visual_ground_world1.x,0,0,0,0,0,0,1,meshmix2
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2
303,../collision_wall/collision_wall.x,-4,1.5,18,0,90,0,1,meshmix2
304,../collision_wall/collision_wall.x,4,1.5,5,0,90,0,1,meshmix2
305,../collision_wall/collision_wall.x,-4,1.5,-10,0,90,0,1,meshmix2
306,../collision_wall/collision_wall.x,4,1.5,-22,0,90,0,1,meshmix2
319,../cubeWoodSmall/cube_wood_small.x,10,0,20,0,0,0,1,normal
320,../cubeWoodSmall/cube_wood_small.x,-10,0,10,0,0,0,1,normal
321,../cubeWoodSmall/cube_wood_small.x,10,0,-5,0,0,0,1,normal
322,../cubeWoodSmall/cube_wood_small.x,-10,0,-18,0,0,0,1,normal
326,../SkySphere/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal
350,../plateLava.x,4,0.02,12,0,0,0,0.75,meshmix2
351,../plateLava.x,-5,0.02,-4,0,0,0,0.75,meshmix2
352,../plateLava.x,5,0.02,-17,0,0,0,0.75,meshmix2
201,../fence.x,-11,0.5,-30,0,0,0,1,normal
202,../fence.x,-3,0.5,-30,0,0,0,1,normal
203,../fence.x,5,0.5,-30,0,0,0,1,normal
204,../fence.x,13,0.5,-30,0,0,0,1,normal
205,../fence.x,-11,0.5,30,0,0,0,1,normal
206,../fence.x,-3,0.5,30,0,0,0,1,normal
207,../fence.x,5,0.5,30,0,0,0,1,normal
208,../fence.x,13,0.5,30,0,0,0,1,normal
209,../fence.x,-15,0.5,-26,0,90,0,1,normal
210,../fence.x,-15,0.5,-18,0,90,0,1,normal
211,../fence.x,-15,0.5,-10,0,90,0,1,normal
212,../fence.x,-15,0.5,-2,0,90,0,1,normal
213,../fence.x,-15,0.5,6,0,90,0,1,normal
214,../fence.x,-15,0.5,14,0,90,0,1,normal
215,../fence.x,-15,0.5,22,0,90,0,1,normal
216,../fence.x,-15,0.5,30,0,90,0,1,normal
217,../fence.x,15,0.5,-26,0,90,0,1,normal
218,../fence.x,15,0.5,-18,0,90,0,1,normal
219,../fence.x,15,0.5,-10,0,90,0,1,normal
220,../fence.x,15,0.5,-2,0,90,0,1,normal
221,../fence.x,15,0.5,6,0,90,0,1,normal
222,../fence.x,15,0.5,14,0,90,0,1,normal
223,../fence.x,15,0.5,22,0,90,0,1,normal
224,../fence.x,15,0.5,30,0,90,0,1,normal

3301,../base/base_rock1.x,10,0,24,0,20,0,0.65,normal
3302,../base/base_rock2.x,0,0,15,0,90,0,0.8,normal
3303,../base/base_rock1.x,-8,0,8,0,160,0,0.55,normal
3304,../base/base_rock2.x,8,0,-2,0,245,0,0.75,normal
3305,../base/base_rock1.x,-10,0,-15,0,315,0,0.6,normal
3311,../collision_wall/collision_wall.x,7,1.5,25,0,0,0,1,meshmix2
3312,../collision_wall/collision_wall.x,-7,1.5,14,0,0,0,1,meshmix2
3313,../collision_wall/collision_wall.x,6,1.5,0,0,90,0,1,meshmix2
3314,../collision_wall/collision_wall.x,-6,1.5,-8,0,90,0,1,meshmix2
3315,../collision_wall/collision_wall.x,7,1.5,-18,0,0,0,1,meshmix2
3321,../cubeWoodSmall/cube_wood_small.x,10,0,18,0,0,0,1,normal
3322,../cubeWoodSmall/cube_wood_small.x,10,0.9,18,0,-25,0,1,normal
3323,../cubeWoodSmall/cube_wood_small.x,-10,0,6,0,15,0,1,normal
3324,../cubeWoodSmall/cube_wood_small.x,-10,0,-7,0,-15,0,1,normal
3325,../cubeWoodSmall/cube_wood_small.x,0,0,-20,0,5,0,1,normal
3326,../collision_wall/collision_wall_tall.x,-10,1.5,-20,0,90,0,1,meshmix2
3327,../collision_wall/collision_wall_tall.x,10,1.5,0,0,90,0,1,meshmix2
3328,../collision_wall/collision_wall_tall.x,-10,1.5,20,0,90,0,1,meshmix2
