ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse30x60.x,0,0,0,0,0,0,1,Collision,n
2,res/model/base/base_ground.x,0,0,0,0,0,0,1,Collision,n
1802,res/model/base/base_decor_collision.x,0,0,0,0,0,0,1,Collision,n
1810,res/model/cubeWood/cube_wood_collision.x,8,0,-18,0,0,0,0.65,Collision,n
1811,res/model/cubeWood/cube_wood_collision.x,10,0,-18,0,0,0,0.65,Collision,n
1812,res/model/cubeWood/cube_wood_collision.x,12,0,-18,0,0,0,0.65,Collision,n
1813,res/model/cubeWood/cube_wood_collision.x,8,0,-16,0,0,0,0.65,Collision,n
1814,res/model/cubeWood/cube_wood_collision.x,10,0,-16,0,0,0,0.65,Collision,n
1815,res/model/cubeWood/cube_wood_collision.x,12,0,-16,0,0,0,0.65,Collision,n
1816,res/model/cubeWood/cube_wood_collision.x,9,1.15,-18,0,0,0,0.65,Collision,n
1817,res/model/cubeWood/cube_wood_collision.x,11,1.15,-18,0,0,0,0.65,Collision,n
1818,res/model/cubeWood/cube_wood_collision.x,10,1.15,-16,0,0,0,0.65,Collision,n
1819,res/model/cubeWood/cube_wood_collision.x,10,2.3,-18,0,0,0,0.65,Collision,n
1820,res/model/cubeWood/cube_wood_collision.x,-13,0,21,0,0,0,0.65,Collision,n
1821,res/model/cubeWood/cube_wood_collision.x,-11,0,21,0,0,0,0.65,Collision,n
1822,res/model/cubeWood/cube_wood_collision.x,-9,0,21,0,0,0,0.65,Collision,n
1823,res/model/cubeWood/cube_wood_collision.x,-12,1.15,21,0,0,0,0.65,Collision,n
1824,res/model/cubeWood/cube_wood_collision.x,-10,1.15,21,0,0,0,0.65,Collision,n
1825,res/model/cubeWood/cube_wood_collision.x,-11,2.3,21,0,0,0,0.65,Collision,n
1826,res/model/cubeWood/cube_wood_collision.x,-10,0,-23,0,0,0,0.65,Collision,n
1827,res/model/cubeWood/cube_wood_collision.x,-10,1.15,-23,0,0,0,0.65,Collision,n
