ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
1,../ground/stage_visual_ground_world1.x,0,0,0,0,0,0,1,meshmix2
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2
3111,../cubeWoodSmall/cube_wood_small.x,-10.8,0,-12,0,0,0,1,normal
3112,../cubeWoodSmall/cube_wood_small.x,-10.8,0.95,-12,0,20,0,1,normal
3113,../cubeWoodSmall/cube_wood_small.x,12.5,0,-5,0,0,0,1,normal
3114,../cubeWoodSmall/cube_wood_small.x,-11.5,0,4,0,15,0,1,normal
3131,../base/base_rock1.x,-13,0,-24,0,30,0,0.7,normal
3132,../base/base_rock2.x,-12,0,-20,0,120,0,0.7,normal
3133,../base/base_rock1.x,12,0,5,0,200,0,0.8,normal
3511,../collision_moving_platform/collision_moving_platform.x,-7.5,0.4,0,0,0,0,1,meshmix2
3601,../static_platform/static_platform_1x1.x,7,0.7,0,0,0,0,1,normal
3602,../static_platform/static_platform_1x1.x,9,0.7,0,0,0,0,1,normal
3620,../static_platform/static_platform_2x2.x,9.5,3.4,-5,0,0,0,1,normal
3621,../static_platform/static_platform_2x2.x,-10,3.4,14,0,0,0,1,normal
3701,../plateLava.x,12.5,0.02,16.5,0,0,0,0.75,meshmix2
3801,../tree2/lemonTree.x,-12.5,0,-15,0,0,0,1,normal
5001,../warp_bear/warp_bear.x,-2.5,0.2,0,0,0,0,1,meshmix2
5002,../warp_bear/warp_bear.x,8,0.2,-24,0,180,0,1,meshmix2
11001,../attack_block/attack_wall.x,-12,1.5,-26.5,0,0,0,1.3,normal
9290,../SkySphere/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal
9200,../grass/grass.x,0,0,0,0,0,0,1,instancing,../grass/grass1-6.csv
9201,../tree2/lemonTree.Instancing.x,0,0,0,0,0,0,1,instancing,../tree2/lemonTree.Instancing.1-6.csv
8001,../fence.x,-11,0.5,-30,0,0,0,1,normal
8005,../fence.x,-11,0.5,30,0,0,0,1,normal
8002,../fence.x,-3,0.5,-30,0,0,0,1,normal
8006,../fence.x,-3,0.5,30,0,0,0,1,normal
8003,../fence.x,5,0.5,-30,0,0,0,1,normal
8007,../fence.x,5,0.5,30,0,0,0,1,normal
8004,../fence.x,13,0.5,-30,0,0,0,1,normal
8008,../fence.x,13,0.5,30,0,0,0,1,normal
8009,../fence.x,-15,0.5,-26,0,90,0,1,normal
8017,../fence.x,15,0.5,-26,0,90,0,1,normal
8010,../fence.x,-15,0.5,-18,0,90,0,1,normal
8018,../fence.x,15,0.5,-18,0,90,0,1,normal
8011,../fence.x,-15,0.5,-10,0,90,0,1,normal
8019,../fence.x,15,0.5,-10,0,90,0,1,normal
8012,../fence.x,-15,0.5,-2,0,90,0,1,normal
8020,../fence.x,15,0.5,-2,0,90,0,1,normal
8013,../fence.x,-15,0.5,6,0,90,0,1,normal
8021,../fence.x,15,0.5,6,0,90,0,1,normal
8014,../fence.x,-15,0.5,14,0,90,0,1,normal
8022,../fence.x,15,0.5,14,0,90,0,1,normal
8015,../fence.x,-15,0.5,22,0,90,0,1,normal
8023,../fence.x,15,0.5,22,0,90,0,1,normal
8016,../fence.x,-15,0.5,30,0,90,0,1,normal
8024,../fence.x,15,0.5,30,0,90,0,1,normal
