ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse30x60.x,0,0,0,0,0,0,1,Collision,n
2,res/model/stage_1_5/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n
101,res/model/collision_moving_platform.x,-8,1.51,-18,0,0,0,2.4,Collision,n
102,res/model/collision_moving_platform.x,8,3.51,-12,0,0,0,2.4,Collision,n
103,res/model/collision_moving_platform.x,-8,5.51,-6,0,0,0,2.4,Collision,n
104,res/model/collision_moving_platform.x,8,2.51,0,0,0,0,2.4,Collision,n
105,res/model/collision_moving_platform.x,-8,4.51,6,0,0,0,2.4,Collision,n
106,res/model/collision_moving_platform.x,8,0.51,12,0,0,0,2.4,Collision,n
107,res/model/collision_moving_platform.x,-8,3.51,18,0,0,0,2.4,Collision,n
201,res/model/collision_wall/collision_wall_collision.x,-11.2,3.5,-18,0,0,0,1,Collision,n
202,res/model/collision_wall/collision_wall_collision.x,11.2,5.5,-12,0,0,0,1,Collision,n
203,res/model/collision_wall/collision_wall_collision.x,-11.2,7.5,-6,0,0,0,1,Collision,n
204,res/model/collision_wall/collision_wall_collision.x,11.2,4.5,0,0,0,0,1,Collision,n
205,res/model/collision_wall/collision_wall_collision.x,-11.2,6.5,6,0,0,0,1,Collision,n
206,res/model/collision_wall/collision_wall_collision.x,11.2,2.5,12,0,0,0,1,Collision,n
207,res/model/collision_wall/collision_wall_collision.x,-11.2,5.5,18,0,0,0,1,Collision,n
220,res/model/collision_wall/collision_wall_collision.x,-5,1.5,-24.2,0,90,0,1,Collision,n
221,res/model/collision_wall/collision_wall_collision.x,5,1.5,-24.2,0,90,0,1,Collision,n
301,res/model/cubeWoodSmall/cube_wood_small_collision.x,-10,6,-8,0,0,0,1,Collision,n
302,res/model/cubeWoodSmall/cube_wood_small_collision.x,-10,6.95,-8,0,15,0,1,Collision,n
303,res/model/cubeWoodSmall/cube_wood_small_collision.x,10,3,2,0,0,0,1,Collision,n
304,res/model/cubeWoodSmall/cube_wood_small_collision.x,10,3.95,2,0,-15,0,1,Collision,n
