ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType,PlacementCsv
1,../ground/stage_visual_ground_world1.x,0,0,0,0,0,0,1,normal,
2,stage_ground.x,0,0,0,0,0,0,1,normal,
3601,../static_platform/static_platform_2x2.x,-10,1,-19,0,0,0,1,normal,
3602,../static_platform/static_platform_2x2.x,4,3,-15,0,0,0,1,normal,
3603,../static_platform/static_platform_2x2.x,-6,5,-9,0,0,0,1,normal,
3604,../static_platform/static_platform_2x2.x,10,7,-3,0,0,0,1,normal,
3605,../static_platform/static_platform_2x2.x,-4,9,3,0,0,0,1,normal,
3606,../static_platform/static_platform_2x2.x,6,11,10,0,0,0,1,normal,
3607,../static_platform/static_platform_2x2.x,-8,13,17,0,0,0,1,normal,
3608,../static_platform/static_platform_2x2.x,10,15,20,0,0,0,1,normal,
3609,../static_platform/static_platform_2x2.x,-5,17,27,0,0,0,1,normal,
3610,../static_platform/static_platform_2x2.x,0,18.6,28,0,0,0,1,normal,
3612,../static_platform/static_platform_2x2.x,16,11,8,0,0,0,1,normal,
3613,../static_platform/static_platform_2x2.x,-6,15,21,0,0,0,1,normal,
3512,../collision_moving_platform/collision_moving_platform.x,-12,0.4,-9,0,0,0,1.5,normal,
9001,../attack_trigger/lever_box3_floor.x,0,0.05,-24,0,0,0,1,normal,
9002,../attack_trigger/lever_box3.x,0,0.15,-24,0,0,0,1,normal,
9003,../attack_trigger/lever_box3_door.x,0,0.15,-24,0,0,0,0.98,normal,
3101,../collision_wall/collision_wall.x,-14.7,1.5,-24,0,90,0,1,meshmix2,
3102,../collision_wall/collision_wall.x,-10.3,1.5,-24,0,90,0,1,meshmix2,
3103,../collision_wall/collision_wall.x,-5.7,1.5,-24,0,90,0,1,meshmix2,
3104,../collision_wall/collision_wall.x,5.7,1.5,-24,0,90,0,1,meshmix2,
3105,../collision_wall/collision_wall.x,10.3,1.5,-24,0,90,0,1,meshmix2,
3106,../collision_wall/collision_wall.x,14.7,1.5,-24,0,90,0,1,meshmix2,
3801,../tree2/lemonTree.x,-13,0,-26,0,0,0,1,normal,
70,../cubeWoodSmall/cube_wood_small.x,6,0,-26,0,0,0,1,normal,
71,../cubeWoodSmall/cube_wood_small.x,11,0,1,0,0,0,1,normal,
72,../cubeWoodSmall/cube_wood_small.x,9,0,20,0,0,0,1,normal,
73,../cubeWoodSmall/cube_wood_small.x,4,0,15,0,0,0,1,normal,
74,../cubeWoodSmall/cube_wood_small.x,-10,0,-8,0,0,0,1,normal,
75,../cubeWoodSmall/cube_wood_small.x,2,0,-12,0,0,0,1,normal,
76,../cubeWoodSmall/cube_wood_small.x,13,0,-6,0,0,0,1,normal,
77,../cubeWoodSmall/cube_wood_small.x,-14,0,10,0,0,0,1,normal,
78,../cubeWoodSmall/cube_wood_small.x,7,0,24,0,0,0,1,normal,
79,../cubeWoodSmall/cube_wood_small.x,-3,0,6,0,0,0,1,normal,
5000,../warp_bear/warp_bear.x,16,11.5,8,0,0,0,1,normal,
5001,../warp_bear/warp_bear.x,-14,0.2,-14,0,0,0,1,normal,
5002,../warp_bear/warp_bear.x,-6,15.5,21,0,0,0,1,normal,
5003,../warp_bear/warp_bear.x,-6,0.2,-27,0,0,0,1,normal,
9100,../base/base_rock1.x,-15,0,-8,0,0,0,1,normal,
9101,../base/base_rock1.x,15,0,4,0,0,0,1,normal,
9102,../base/base_rock1.x,-12,0,16,0,0,0,1,normal,
9103,../base/base_rock1.x,14,0,24,0,0,0,1,normal,
9104,../base/base_rock1.x,-3,0,-18,0,0,0,1,normal,
201,../fence.x,-13,0.5,-30,0,0,0,1,normal,
202,../fence.x,-5,0.5,-30,0,0,0,1,normal,
203,../fence.x,3,0.5,-30,0,0,0,1,normal,
204,../fence.x,11,0.5,-30,0,0,0,1,normal,
205,../fence.x,-13,0.5,30,0,0,0,1,normal,
206,../fence.x,-5,0.5,30,0,0,0,1,normal,
207,../fence.x,3,0.5,30,0,0,0,1,normal,
208,../fence.x,11,0.5,30,0,0,0,1,normal,
209,../fence.x,-16,0.5,-28,0,90,0,1,normal,
210,../fence.x,-16,0.5,-20,0,90,0,1,normal,
211,../fence.x,-16,0.5,-12,0,90,0,1,normal,
212,../fence.x,-16,0.5,-4,0,90,0,1,normal,
213,../fence.x,-16,0.5,4,0,90,0,1,normal,
214,../fence.x,-16,0.5,12,0,90,0,1,normal,
215,../fence.x,-16,0.5,20,0,90,0,1,normal,
216,../fence.x,-16,0.5,28,0,90,0,1,normal,
217,../fence.x,16,0.5,-28,0,90,0,1,normal,
218,../fence.x,16,0.5,-20,0,90,0,1,normal,
219,../fence.x,16,0.5,-12,0,90,0,1,normal,
220,../fence.x,16,0.5,-4,0,90,0,1,normal,
221,../fence.x,16,0.5,4,0,90,0,1,normal,
222,../fence.x,16,0.5,12,0,90,0,1,normal,
223,../fence.x,16,0.5,20,0,90,0,1,normal,
224,../fence.x,16,0.5,28,0,90,0,1,normal,
9290,../SkySphere/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal,
9200,../grass/grass.x,0,0,0,0,0,0,1,instancing,../grass/grass1-5.csv
9201,../tree2/lemonTree.Instancing.x,0,0,0,0,0,0,1,instancing,../tree2/lemonTree.Instancing.1-5.csv
