ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x120.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage22/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
2601,res/model/collision_wall/collision_wall_collision.x,-34,1.5,-22,0,90,0,1,Collision,n,
2602,res/model/collision_wall/collision_wall_collision.x,-34,1.5,22,0,90,0,1,Collision,n,
2603,res/model/collision_wall/collision_wall_collision.x,34,1.5,-22,0,90,0,1,Collision,n,
2604,res/model/collision_wall/collision_wall_collision.x,34,1.5,22,0,90,0,1,Collision,n,
2605,res/model/collision_wall/collision_wall_collision.x,0,1.5,-34,0,0,0,1,Collision,n,
2606,res/model/collision_wall/collision_wall_collision.x,0,1.5,34,0,0,0,1,Collision,n,
2607,res/model/cubeWoodSmall/cube_wood_small_collision.x,-34,0,-14,0,0,0,1,Collision,n,
2608,res/model/cubeWoodSmall/cube_wood_small_collision.x,-34,0,14,0,0,0,1,Collision,n,
2609,res/model/cubeWoodSmall/cube_wood_small_collision.x,34,0,-14,0,0,0,1,Collision,n,
2610,res/model/cubeWoodSmall/cube_wood_small_collision.x,34,0,14,0,0,0,1,Collision,n,
8060,res/model/collision_wall/collision_wall_tall_collision.x,-42,1.5,-42,0,0,0,1,Collision,n
8061,res/model/collision_wall/collision_wall_tall_collision.x,0,1.5,0,0,90,0,1,Collision,n
8062,res/model/collision_wall/collision_wall_tall_collision.x,42,1.5,42,0,0,0,1,Collision,n
