ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x120.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage6/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
2201,res/model/collision_wall/collision_wall_collision.x,0,1.5,-18,0,90,0,1,Collision,n,
2202,res/model/collision_wall/collision_wall_collision.x,0,1.5,18,0,90,0,1,Collision,n,
2203,res/model/collision_wall/collision_wall_collision.x,-14,1.5,10,0,0,0,1,Collision,n,
2204,res/model/collision_wall/collision_wall_collision.x,14,1.5,-10,0,0,0,1,Collision,n,
2205,res/model/collision_wall/collision_wall_collision.x,-28,1.5,-28,0,90,0,1,Collision,n,
2206,res/model/collision_wall/collision_wall_collision.x,-28,1.5,28,0,90,0,1,Collision,n,
2207,res/model/cubeWood/cube_wood_collision.x,28,0,-22,0,0,0,1,Collision,n,
2208,res/model/cubeWood/cube_wood_collision.x,34,0,-22,0,0,0,1,Collision,n,
2209,res/model/cubeWood/cube_wood_collision.x,28,0,22,0,0,0,1,Collision,n,
2210,res/model/cubeWood/cube_wood_collision.x,34,0,22,0,0,0,1,Collision,n,
2211,res/model/cubeWood/cube_wood_collision.x,-36,0,30,0,0,0,1,Collision,n,
