ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType,PlacementCsv
1,../ground/stage_visual_ground_world1.x,0,0,0,0,0,0,1,meshmix2,
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2,
12,../collision_wall/collision_wall.x,-12,1.5,-22,0,90,0,1,meshmix2,
60,../collision_wall/collision_wall.x,9,1.5,-26,0,90,0,1,meshmix2,
61,../collision_wall/collision_wall.x,-11,1.5,14,0,0,0,1,meshmix2,
62,../collision_wall/collision_wall.x,11,1.5,-20,0,90,0,1,meshmix2,
30,../static_platform/static_platform_1x1.x,0,0.6,-16,0,0,0,1.5,meshmix2,
31,../static_platform/static_platform_1x1.x,-4,1.6,-15,0,0,0,1.5,meshmix2,
32,../static_platform/static_platform_1x1.x,-8,2.6,-14,0,0,0,1.5,meshmix2,
33,../static_platform/static_platform_1x1.x,-4,3.6,-11,0,0,0,1.5,meshmix2,
34,../static_platform/static_platform_1x1.x,0,4.6,-8,0,0,0,1.5,meshmix2,
35,../static_platform/static_platform_1x1.x,4,5.6,-5,0,0,0,1.5,meshmix2,
36,../static_platform/static_platform_1x1.x,8,6.6,-2,0,0,0,1.5,meshmix2,
37,../static_platform/static_platform_1x1.x,8,7.6,2,0,0,0,1.5,meshmix2,
38,../static_platform/static_platform_1x1.x,4,8.6,5,0,0,0,1.5,meshmix2,
39,../static_platform/static_platform_1x1.x,0,9.6,8,0,0,0,1.5,meshmix2,
40,../static_platform/static_platform_1x1.x,-4,10.6,11,0,0,0,1.5,meshmix2,
41,../static_platform/static_platform_1x1.x,-8,11.6,14,0,0,0,1.5,meshmix2,
42,../static_platform/static_platform_1x1.x,-4,12.6,17,0,0,0,1.5,meshmix2,
43,../static_platform/static_platform_1x1.x,0,13.6,20,0,0,0,1.5,meshmix2,
44,../static_platform/static_platform_1x1.x,0,13.1,24,0,0,0,1.5,meshmix2,
45,../static_platform/static_platform_1x1.x,13,6.6,2,0,0,0,1.5,meshmix2,
46,../static_platform/static_platform_1x1.x,13,9.8,9,0,0,0,1.5,meshmix2,
47,../static_platform/static_platform_1x1.x,13,11.9,16,0,0,0,1.5,meshmix2,
48,../static_platform/static_platform_1x1.x,0,9.6,2,0,0,0,1.5,meshmix2,
49,../static_platform/static_platform_1x1.x,0,12.6,28,0,0,0,2,meshmix2,
50,../collision_moving_platform/collision_moving_platform.x,0,5.6,-2,0,0,0,1.5,meshmix2,
3621,../static_platform/static_platform_2x2.x,-14,2,-4,0,0,0,1,normal,
80,../tree2/lemonTree.x,-14,0,-28,0,0,0,1,normal,
9001,../attack_trigger/lever_box3_floor.x,0,-0.85,-22,0,0,0,1,normal,
9002,../attack_trigger/lever_box3.x,0,0.15,-22,0,0,0,1,normal,
9003,../attack_trigger/lever_box3_door.x,0,0.15,-22,0,0,0,0.98,normal,
3101,../collision_wall/collision_wall.x,-14.7,1.5,-22,0,90,0,1,meshmix2,
3102,../collision_wall/collision_wall.x,-10.3,1.5,-22,0,90,0,1,meshmix2,
3103,../collision_wall/collision_wall.x,-5.7,1.5,-22,0,90,0,1,meshmix2,
3104,../collision_wall/collision_wall.x,5.7,1.5,-22,0,90,0,1,meshmix2,
3105,../collision_wall/collision_wall.x,10.3,1.5,-22,0,90,0,1,meshmix2,
3106,../collision_wall/collision_wall.x,14.7,1.5,-22,0,90,0,1,meshmix2,
70,../cubeWoodSmall/cube_wood_small.x,12,0,15,0,0,0,1,normal,
71,../cubeWoodSmall/cube_wood_small.x,10,0,26,0,0,0,1,normal,
72,../cubeWoodSmall/cube_wood_small.x,7,0,10,0,0,0,1,normal,
73,../cubeWoodSmall/cube_wood_small.x,-12,0,-20,0,0,0,1,normal,
74,../cubeWoodSmall/cube_wood_small.x,-6,0,18,0,0,0,1,normal,
75,../cubeWoodSmall/cube_wood_small.x,4,0,-24,0,0,0,1,normal,
76,../cubeWoodSmall/cube_wood_small.x,-8,0,22,0,0,0,1,normal,
77,../cubeWoodSmall/cube_wood_small.x,14,0,-18,0,0,0,1,normal,
78,../cubeWoodSmall/cube_wood_small.x,-4,0,-6,0,0,0,1,normal,
79,../cubeWoodSmall/cube_wood_small.x,6,0,8,0,0,0,1,normal,
5000,../warp_bear/warp_bear.x,0,0.2,-24,0,0,0,1,normal,
5001,../warp_bear/warp_bear.x,13,12.65,16,0,0,0,1,normal,
9290,../SkySphere/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal,
9200,../grass/grass.x,0,0,0,0,0,0,1,instancing,../grass/grass1-4.csv
9201,../tree2/lemonTree.Instancing.x,0,0,0,0,0,0,1,instancing,../tree2/lemonTree.Instancing.1-4.csv
201,../fence.x,-13,0.5,-30,0,0,0,1,normal,
202,../fence.x,-5,0.5,-30,0,0,0,1,normal,
203,../fence.x,3,0.5,-30,0,0,0,1,normal,
204,../fence.x,11,0.5,-30,0,0,0,1,normal,
205,../fence.x,-13,0.5,30,0,0,0,1,normal,
206,../fence.x,-5,0.5,30,0,0,0,1,normal,
207,../fence.x,3,0.5,30,0,0,0,1,normal,
208,../fence.x,11,0.5,30,0,0,0,1,normal,
209,../fence.x,-16,0.5,-28,0,90,0,1,normal,
210,../fence.x,-16,0.5,-20,0,90,0,1,normal,
211,../fence.x,-16,0.5,-12,0,90,0,1,normal,
212,../fence.x,-16,0.5,-4,0,90,0,1,normal,
213,../fence.x,-16,0.5,4,0,90,0,1,normal,
214,../fence.x,-16,0.5,12,0,90,0,1,normal,
215,../fence.x,-16,0.5,20,0,90,0,1,normal,
216,../fence.x,-16,0.5,28,0,90,0,1,normal,
217,../fence.x,16,0.5,-28,0,90,0,1,normal,
218,../fence.x,16,0.5,-20,0,90,0,1,normal,
219,../fence.x,16,0.5,-12,0,90,0,1,normal,
220,../fence.x,16,0.5,-4,0,90,0,1,normal,
221,../fence.x,16,0.5,4,0,90,0,1,normal,
222,../fence.x,16,0.5,12,0,90,0,1,normal,
223,../fence.x,16,0.5,20,0,90,0,1,normal,
224,../fence.x,16,0.5,28,0,90,0,1,normal,
