ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x240.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage25/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
3501,res/model/collision_wall/collision_wall_collision.x,-32,1.5,-18,0,90,0,1,Collision,n,
3502,res/model/collision_wall/collision_wall_collision.x,32,1.5,-18,0,90,0,1,Collision,n,
3503,res/model/collision_wall/collision_wall_collision.x,-32,1.5,18,0,90,0,1,Collision,n,
3504,res/model/collision_wall/collision_wall_collision.x,32,1.5,18,0,90,0,1,Collision,n,
3505,res/model/cubeWoodSmall/cube_wood_small_collision.x,-40,0,-30,0,0,0,1,Collision,n,
3506,res/model/cubeWoodSmall/cube_wood_small_collision.x,40,0,-30,0,0,0,1,Collision,n,
3507,res/model/cubeWoodSmall/cube_wood_small_collision.x,-40,0,30,0,0,0,1,Collision,n,
3508,res/model/cubeWoodSmall/cube_wood_small_collision.x,40,0,30,0,0,0,1,Collision,n,
3509,res/model/collision_moving_platform.x,-18,0.4,50,0,0,0,1,Collision,y,
3510,res/model/collision_moving_platform.x,18,0.42,54,0,0,0,1,Collision,y,
8090,res/model/collision_wall/collision_wall_tall_collision.x,-42,1.5,-72,0,0,0,1,Collision,n
8091,res/model/collision_wall/collision_wall_tall_collision.x,0,1.5,0,0,90,0,1,Collision,n
8092,res/model/collision_wall/collision_wall_tall_collision.x,42,1.5,72,0,0,0,1,Collision,n
