ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
2,../plateField4.x,0,0,0,0,0,0,1,normal
1203,../collision_wall.x,-10.5,1.5,16,0,1.5708,0,1,normal
1204,../collision_wall.x,10.5,1.51,12,0,0,0,1,normal
1205,../collision_wall.x,-6,1.52,7.0,0,1.5708,0,1,normal
1206,../collision_wall.x,6,1.53,-7.0,0,1.5708,0,1,normal
1207,../collision_wall.x,-8.5,1.54,-10,0,0,0,1,normal
1208,../collision_wall.x,8.5,1.55,-14,0,1.5708,0,1,normal
1209,../collision_wall.x,-4.5,1.56,20,0,1.5708,0,1,normal
1210,../collision_wall.x,5.5,1.57,-20,0,0,0,1,normal
1213,../collision_moving_platform.x,-3.5,0.82,0,0,0,0,1,normal
1214,../collision_moving_platform.x,3.5,0.83,0,0,0,0,1,normal
1219,../cube_wood.x,-11.5,1,20,0,0,0,1,normal
1220,../cube_wood.x,-5,1.01,13.0,0,0,0,1,normal
1221,../cube_wood.x,-2.5,1.02,10,0,0,0,1,normal
1222,../cube_wood.x,5.5,1.03,-10,0,0,0,1,normal
1223,../cube_wood.x,7,1.04,-13.0,0,0,0,1,normal
1224,../cube_wood.x,11.5,1.05,-20,0,0,0,1,normal
1226,..\SkySphere\SkySphere.blend.x, 0,0.01,0, 0, 0, 0, 1, normal
