ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse30x60.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage_1_1/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
3502,res/model/cubeWoodSmall/cube_wood_small_collision.x,5.0,0,-26.0,0,0,0,1,Collision,n,
3503,res/model/cubeWoodSmall/cube_wood_small_collision.x,-5.0,0,-26.0,0,0,0,1,Collision,n,
3504,res/model/cubeWoodSmall/cube_wood_small_collision.x,3.0,0,-15.0,0,0,0,1,Collision,n,
3511,res/model/collision_moving_platform.x,0,0.4,2,0,0,0,1,Collision,y,
3512,res/model/collision_moving_platform.x,8,0.4,-10,0,0,0,1,Collision,y,
3601,res/model/static_platform/static_platform_2x2_collision.x,8,3.2,-5.5,0,0,0,1,Collision,n,
3602,res/model/static_platform/static_platform_1x1_collision.x,-2,1.2,-23,0,0,0,1,Collision,n,
3701,res/model/plateLava.x,0,0.02,16,0,0,0,0.5,NonCollision,n,
3801,res/model/tree2Physics/tree_cylinder_collision.x,-6,0,-8,0,0,0,1,Collision,n,
11001,res/model/attack_block/attack_wall.x,6,0.6,-8,0,0,0,1,Collision,y,
