ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x240.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage_4_1/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
9101,res/model/collision_wall/collision_wall_collision.x,0,0.93,-43,0,90,0,0.65,Collision,n,
9102,res/model/collision_wall/collision_wall_collision.x,0,0.93,10,0,90,0,0.65,Collision,n,
9103,res/model/collision_wall/collision_wall_collision.x,0,0.93,20,0,90,0,0.65,Collision,n,
9104,res/model/collision_wall/collision_wall_collision.x,0,1.07,70,0,90,0,0.75,Collision,n,
9111,res/model/collision_wall/collision_wall_collision.x,-4.2,1.5,-72,0,0,0,1,Collision,n,
9112,res/model/collision_wall/collision_wall_collision.x,4.2,1.5,-72,0,0,0,1,Collision,n,
9113,res/model/collision_wall/collision_wall_collision.x,-3,1.5,-43,0,0,0,1,Collision,n,
9114,res/model/collision_wall/collision_wall_collision.x,3,1.5,-43,0,0,0,1,Collision,n,
9115,res/model/collision_wall/collision_wall_collision.x,-7,1.5,-29,0,0,0,1,Collision,n,
9116,res/model/collision_wall/collision_wall_collision.x,7,1.5,-29,0,0,0,1,Collision,n,
9117,res/model/collision_wall/collision_wall_collision.x,-3,1.5,10,0,0,0,1,Collision,n,
9118,res/model/collision_wall/collision_wall_collision.x,3,1.5,10,0,0,0,1,Collision,n,
9119,res/model/collision_wall/collision_wall_collision.x,-3,1.5,20,0,0,0,1,Collision,n,
9120,res/model/collision_wall/collision_wall_collision.x,3,1.5,20,0,0,0,1,Collision,n,
9121,res/model/collision_wall/collision_wall_collision.x,-4.2,1.5,54,0,0,0,1,Collision,n,
9122,res/model/collision_wall/collision_wall_collision.x,4.2,1.5,54,0,0,0,1,Collision,n,
9123,res/model/collision_wall/collision_wall_collision.x,-3.7,1.5,70,0,0,0,1,Collision,n,
9124,res/model/collision_wall/collision_wall_collision.x,3.7,1.5,70,0,0,0,1,Collision,n,
9201,res/model/collision_wall/collision_wall_collision.x,0,1.5,-72,0,90,0,1,Collision,n,
9202,res/model/collision_wall/collision_wall_collision.x,-3.25,1.22,-29,0,90,0,0.85,Collision,n,
9203,res/model/collision_wall/collision_wall_collision.x,3.25,1.22,-29,0,90,0,0.85,Collision,n,
9204,res/model/collision_wall/collision_wall_collision.x,0,1.5,54,0,90,0,1,Collision,n,
5001,res/model/plateLava.x,-16,0.02,-60,0,0,0,1,NonCollision,n,
5002,res/model/plateLava.x,-8,0.02,-60,0,0,0,1,NonCollision,n,
5003,res/model/plateLava.x,0,0.02,-60,0,0,0,1,NonCollision,n,
5004,res/model/plateLava.x,8,0.02,-60,0,0,0,1,NonCollision,n,
5005,res/model/plateLava.x,16,0.02,-60,0,0,0,1,NonCollision,n,
5006,res/model/plateLava.x,-16,0.02,-52,0,0,0,1,NonCollision,n,
5007,res/model/plateLava.x,-8,0.02,-52,0,0,0,1,NonCollision,n,
5008,res/model/plateLava.x,0,0.02,-52,0,0,0,1,NonCollision,n,
5009,res/model/plateLava.x,8,0.02,-52,0,0,0,1,NonCollision,n,
5010,res/model/plateLava.x,16,0.02,-52,0,0,0,1,NonCollision,n,
5011,res/model/plateLava.x,-16,0.02,-12,0,0,0,1,NonCollision,n,
5012,res/model/plateLava.x,-8,0.02,-12,0,0,0,1,NonCollision,n,
5013,res/model/plateLava.x,0,0.02,-12,0,0,0,1,NonCollision,n,
5014,res/model/plateLava.x,8,0.02,-12,0,0,0,1,NonCollision,n,
5015,res/model/plateLava.x,16,0.02,-12,0,0,0,1,NonCollision,n,
5016,res/model/plateLava.x,-16,0.02,-4,0,0,0,1,NonCollision,n,
5017,res/model/plateLava.x,-8,0.02,-4,0,0,0,1,NonCollision,n,
5018,res/model/plateLava.x,0,0.02,-4,0,0,0,1,NonCollision,n,
5019,res/model/plateLava.x,8,0.02,-4,0,0,0,1,NonCollision,n,
5020,res/model/plateLava.x,16,0.02,-4,0,0,0,1,NonCollision,n,
5021,res/model/plateLava.x,-16,0.02,32,0,0,0,1,NonCollision,n,
5022,res/model/plateLava.x,-8,0.02,32,0,0,0,1,NonCollision,n,
5023,res/model/plateLava.x,0,0.02,32,0,0,0,1,NonCollision,n,
5024,res/model/plateLava.x,8,0.02,32,0,0,0,1,NonCollision,n,
5025,res/model/plateLava.x,16,0.02,32,0,0,0,1,NonCollision,n,
5026,res/model/plateLava.x,-16,0.02,40,0,0,0,1,NonCollision,n,
5027,res/model/plateLava.x,-8,0.02,40,0,0,0,1,NonCollision,n,
5028,res/model/plateLava.x,0,0.02,40,0,0,0,1,NonCollision,n,
5029,res/model/plateLava.x,8,0.02,40,0,0,0,1,NonCollision,n,
5030,res/model/plateLava.x,16,0.02,40,0,0,0,1,NonCollision,n,
