ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
1,../ground/stage_visual_ground_world2.x,0,-8,0,0,0,0,1,meshmix2
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2
3201,../base/base_rock1.x,-28,-7.6,-47,0,20,0,1.0,normal
3202,../base/base_rock2.x,-12,-7.6,-35,0,160,0,1.1,normal
3203,../base/base_rock1.x,-10,-7.6,-33,0,250,0,1.0,normal
3204,../base/base_rock2.x,10,-7.6,-17,0,70,0,1.1,normal
3205,../base/base_rock1.x,12,-7.6,1,0,190,0,1.0,normal
3206,../base/base_rock2.x,10,-7.6,18,0,300,0,1.1,normal
3207,../base/base_rock2.x,-12,-7.6,26,0,35,0,1.0,normal
3208,../base/base_rock1.x,-28,-7.6,42,0,215,0,1.1,normal
3299,../SkySphere_cave/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal
