ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x120.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage8/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
2401,res/model/collision_wall/collision_wall_collision.x,-18,1.5,18,0,90,0,1,Collision,n,
2402,res/model/collision_wall/collision_wall_collision.x,18,1.5,18,0,90,0,1,Collision,n,
2403,res/model/collision_wall/collision_wall_collision.x,-18,1.5,-18,0,90,0,1,Collision,n,
2404,res/model/collision_wall/collision_wall_collision.x,18,1.5,-18,0,90,0,1,Collision,n,
2405,res/model/cubeWood/cube_wood_collision.x,32,0,30,0,0,0,1,Collision,n,
2406,res/model/cubeWood/cube_wood_collision.x,-32,0,28,0,0,0,1,Collision,n,
2407,res/model/cubeWood/cube_wood_collision.x,32,0,-28,0,0,0,1,Collision,n,
2408,res/model/cubeWood/cube_wood_collision.x,-32,0,-30,0,0,0,1,Collision,n,
