ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
1,../ground/stage_visual_ground_world1.x,0,0,0,0,0,0,1,meshmix2
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2
203,../collision_wall/collision_wall.x,-8,1.5,14,0,0,0,1,meshmix2
204,../collision_wall/collision_wall.x,8,1.5,-14,0,0,0,1,meshmix2
205,../collision_wall/collision_wall.x,0,1.5,18,0,90,0,1,meshmix2
213,../collision_moving_platform/collision_moving_platform.x,0,0.4,-4,0,0,0,1,meshmix2
219,../cubeWoodSmall/cube_wood_small.x,-9,0,18,0,0,0,1,normal
220,../cubeWoodSmall/cube_wood_small.x,9,0,10,0,0,0,1,normal
221,../cubeWoodSmall/cube_wood_small.x,-9,0,-10,0,0,0,1,normal
222,../cubeWoodSmall/cube_wood_small.x,9,0,-20,0,0,0,1,normal
226,../SkySphere/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal
301,../fence.x,-11,0.5,-30,0,0,0,1,normal
302,../fence.x,-3,0.5,-30,0,0,0,1,normal
303,../fence.x,5,0.5,-30,0,0,0,1,normal
304,../fence.x,13,0.5,-30,0,0,0,1,normal
305,../fence.x,-11,0.5,30,0,0,0,1,normal
306,../fence.x,-3,0.5,30,0,0,0,1,normal
307,../fence.x,5,0.5,30,0,0,0,1,normal
308,../fence.x,13,0.5,30,0,0,0,1,normal
309,../fence.x,-15,0.5,-26,0,90,0,1,normal
310,../fence.x,-15,0.5,-18,0,90,0,1,normal
311,../fence.x,-15,0.5,-10,0,90,0,1,normal
312,../fence.x,-15,0.5,-2,0,90,0,1,normal
313,../fence.x,-15,0.5,6,0,90,0,1,normal
314,../fence.x,-15,0.5,14,0,90,0,1,normal
315,../fence.x,-15,0.5,22,0,90,0,1,normal
316,../fence.x,-15,0.5,30,0,90,0,1,normal
317,../fence.x,15,0.5,-26,0,90,0,1,normal
318,../fence.x,15,0.5,-18,0,90,0,1,normal
319,../fence.x,15,0.5,-10,0,90,0,1,normal
320,../fence.x,15,0.5,-2,0,90,0,1,normal
321,../fence.x,15,0.5,6,0,90,0,1,normal
322,../fence.x,15,0.5,14,0,90,0,1,normal
323,../fence.x,15,0.5,22,0,90,0,1,normal
324,../fence.x,15,0.5,30,0,90,0,1,normal

2301,../base/base_rock1.x,-10,0,22,0,40,0,0.7,normal
2302,../base/base_rock2.x,6,0,8,0,85,0,0.6,normal
2303,../base/base_rock1.x,-6,0,-2,0,145,0,0.8,normal
2304,../base/base_rock2.x,10,0,-22,0,225,0,0.55,normal
2305,../base/base_rock1.x,0,0,-27,0,300,0,0.7,normal
2311,../collision_wall/collision_wall.x,-4,1.5,25,0,90,0,1,meshmix2
2312,../collision_wall/collision_wall.x,4,1.5,10,0,90,0,1,meshmix2
2313,../collision_wall/collision_wall.x,-10,1.5,-2,0,0,0,1,meshmix2
2314,../collision_wall/collision_wall.x,10,1.5,-24,0,0,0,1,meshmix2
2315,../collision_wall/collision_wall.x,0,1.5,-26,0,90,0,1,meshmix2
2321,../cubeWoodSmall/cube_wood_small.x,-10,0,18,0,0,0,1,normal
2322,../cubeWoodSmall/cube_wood_small.x,-10,0.9,18,0,35,0,1,normal
2323,../cubeWoodSmall/cube_wood_small.x,6,0,2,0,-20,0,1,normal
2324,../cubeWoodSmall/cube_wood_small.x,6,0,-8,0,20,0,1,normal
2325,../cubeWoodSmall/cube_wood_small.x,-6,0,-20,0,0,0,1,normal
2326,../collision_wall/collision_wall_tall.x,-10,1.5,-20,0,90,0,1,meshmix2
2327,../collision_wall/collision_wall_tall.x,10,1.5,0,0,90,0,1,meshmix2
2328,../collision_wall/collision_wall_tall.x,-10,1.5,20,0,90,0,1,meshmix2
