ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType,PlacementCsv
1,../ground/stage_visual_ground_world1.x,0,0,0,0,0,0,1,meshmix2,
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2,
7000,../SkySphere/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal,
3601,../static_platform/static_platform_2x2.x,0,0,26,0,0,0,1,normal,
3621,../static_platform/static_platform_1x1.x,4,0,25,0,0,0,1,normal,
3602,../static_platform/static_platform_2x2.x,10,0,24,0,0,0,1,normal,
3603,../static_platform/static_platform_2x2.x,10,0,18,0,0,0,1,normal,
3604,../static_platform/static_platform_2x2.x,10,0,12,0,0,0,1,normal,
3605,../static_platform/static_platform_2x2.x,10,0,-2,0,0,0,1,normal,
3606,../static_platform/static_platform_1x1.x,4,0,-6,0,0,0,1,normal,
3607,../static_platform/static_platform_1x1.x,-4,0,-8,0,0,0,1,normal,
3608,../static_platform/static_platform_2x2.x,-10,0,-10,0,0,0,1,normal,
3609,../static_platform/static_platform_2x2.x,-10,0,-26,0,0,0,1,normal,
3610,../static_platform/static_platform_1x1.x,-4,0,-24,0,0,0,1,normal,
3611,../static_platform/static_platform_2x2.x,0,0,-26,0,0,0,1,normal,
3612,../static_platform/static_platform_1x1.x,-10,0,-4,0,0,0,1,normal,
3613,../static_platform/static_platform_1x1.x,-10,0,2,0,0,0,1,normal,
3614,../static_platform/static_platform_1x1.x,-10,0,8,0,0,0,1,normal,
3615,../static_platform/static_platform_1x1.x,-10,0,14,0,0,0,1,normal,
3616,../static_platform/static_platform_1x1.x,-10,0,20,0,0,0,1,normal,
3617,../static_platform/static_platform_1x1.x,10,0,-8,0,0,0,1,normal,
3618,../static_platform/static_platform_1x1.x,10,0,-14,0,0,0,1,normal,
3619,../static_platform/static_platform_1x1.x,10,0,-20,0,0,0,1,normal,
3620,../static_platform/static_platform_1x1.x,14,3.4,-16,0,0,0,1,normal,
3511,../collision_moving_platform/collision_moving_platform.x,0,0.4,-7,0,0,0,2,meshmix2,
9102,../attack_trigger/lever_box3_floor.x,10,0.6,6,0,0,0,1,normal,
9103,../attack_trigger/lever_box3.x,10,0.7,6,0,0,0,1,normal,
9104,../attack_trigger/lever_box3_door.x,10,0.7,6,0,0,0,0.98,normal,
9112,../attack_trigger/lever_box3_floor14.x,-10,0.6,-18,0,0,0,1,normal,
9113,../attack_trigger/lever_box3.x,-10,0.7,-18,0,0,0,1,normal,
9114,../attack_trigger/lever_box3_door.x,-10,0.7,-18,0,0,0,0.98,normal,
3801,../tree2/lemonTree.x,-10,0,8,0,0,0,1,normal,
8001,../fence.x,-11,0.5,-30,0,0,0,1,normal,
8002,../fence.x,-11,0.5,30,0,0,0,1,normal,
8003,../fence.x,-3,0.5,-30,0,0,0,1,normal,
8004,../fence.x,-3,0.5,30,0,0,0,1,normal,
8005,../fence.x,5,0.5,-30,0,0,0,1,normal,
8006,../fence.x,5,0.5,30,0,0,0,1,normal,
8007,../fence.x,13,0.5,-30,0,0,0,1,normal,
8008,../fence.x,13,0.5,30,0,0,0,1,normal,
8009,../fence.x,-15,0.5,-26,0,90,0,1,normal,
8010,../fence.x,15,0.5,-26,0,90,0,1,normal,
8011,../fence.x,-15,0.5,-18,0,90,0,1,normal,
8012,../fence.x,15,0.5,-18,0,90,0,1,normal,
8013,../fence.x,-15,0.5,-10,0,90,0,1,normal,
8014,../fence.x,15,0.5,-10,0,90,0,1,normal,
8015,../fence.x,-15,0.5,-2,0,90,0,1,normal,
8016,../fence.x,15,0.5,-2,0,90,0,1,normal,
8017,../fence.x,-15,0.5,6,0,90,0,1,normal,
8018,../fence.x,15,0.5,6,0,90,0,1,normal,
8019,../fence.x,-15,0.5,14,0,90,0,1,normal,
8020,../fence.x,15,0.5,14,0,90,0,1,normal,
8021,../fence.x,-15,0.5,22,0,90,0,1,normal,
8022,../fence.x,15,0.5,22,0,90,0,1,normal,
8023,../fence.x,-15,0.5,30,0,90,0,1,normal,
8024,../fence.x,15,0.5,30,0,90,0,1,normal,
