ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x240.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage30/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
4601,res/model/collision_wall/collision_wall_collision.x,-22,1.5,-54,0,0,0,1,Collision,n,
4602,res/model/collision_wall/collision_wall_collision.x,22,1.5,-54,0,0,0,1,Collision,n,
4603,res/model/collision_wall/collision_wall_collision.x,-22,1.5,-18,0,0,0,1,Collision,n,
4604,res/model/collision_wall/collision_wall_collision.x,22,1.5,-18,0,0,0,1,Collision,n,
4605,res/model/collision_wall/collision_wall_collision.x,-22,1.5,18,0,0,0,1,Collision,n,
4606,res/model/collision_wall/collision_wall_collision.x,22,1.5,18,0,0,0,1,Collision,n,
4607,res/model/collision_wall/collision_wall_collision.x,-22,1.5,54,0,0,0,1,Collision,n,
4608,res/model/collision_wall/collision_wall_collision.x,22,1.5,54,0,0,0,1,Collision,n,
4609,res/model/cubeWood/cube_wood_collision.x,-40,0,-64,0,0,0,1,Collision,n,
4610,res/model/cubeWood/cube_wood_collision.x,40,0,-64,0,0,0,1,Collision,n,
4611,res/model/cubeWood/cube_wood_collision.x,-40,0,0,0,0,0,1,Collision,n,
4612,res/model/cubeWood/cube_wood_collision.x,40,0,0,0,0,0,1,Collision,n,
4613,res/model/cubeWood/cube_wood_collision.x,-40,0,64,0,0,0,1,Collision,n,
4614,res/model/cubeWood/cube_wood_collision.x,40,0,64,0,0,0,1,Collision,n,
4615,res/model/collision_moving_platform.x,-12,0.4,-43,0,0,0,1,Collision,y,
4616,res/model/collision_moving_platform.x,12,0.42,43,0,0,0,1,Collision,y,
4617,res/model/plateLava.x,-12,0.02,-22,0,0,0,1,NonCollision,n,
4618,res/model/plateLava.x,12,0.02,-22,0,0,0,1,NonCollision,n,
4619,res/model/plateLava.x,-12,0.02,22,0,0,0,1,NonCollision,n,
4620,res/model/plateLava.x,12,0.02,22,0,0,0,1,NonCollision,n,
