ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse30x60.x,0,0,0,0,0,0,1,Collision,n
2,res/model/stage19/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n
201,res/model/collision_wall/collision_wall_collision.x,0,1.5,19,0,90,0,1,Collision,n
202,res/model/collision_wall/collision_wall_collision.x,-8,1.5,10,0,0,0,1,Collision,n
203,res/model/collision_wall/collision_wall_collision.x,8,1.5,-10,0,0,0,1,Collision,n
204,res/model/collision_wall/collision_wall_collision.x,0,1.5,-19,0,90,0,1,Collision,n
213,res/model/collision_moving_platform.x,0,0.4,-4,0,0,0,1,Collision,y
214,res/model/collision_moving_platform.x,0,0.42,4,0,0,0,1,Collision,y
219,res/model/cubeWoodSmall/cube_wood_small_collision.x,9,0,20,0,0,0,1,Collision,n
220,res/model/cubeWoodSmall/cube_wood_small_collision.x,-9,0,4,0,0,0,1,Collision,n
221,res/model/cubeWoodSmall/cube_wood_small_collision.x,9,0,-4,0,0,0,1,Collision,n
222,res/model/cubeWoodSmall/cube_wood_small_collision.x,-9,0,-21,0,0,0,1,Collision,n
250,res/model/plateLava.x,-9,0.02,12,0,0,0,0.75,NonCollision,n
251,res/model/plateLava.x,9,0.02,-12,0,0,0,0.75,NonCollision,n

3901,res/model/base/base_rock1_collision.x,-10,0,25,0,20,0,0.7,Collision,n
3902,res/model/base/base_rock2_collision.x,8,0,14,0,80,0,0.6,Collision,n
3903,res/model/base/base_rock1_collision.x,-7,0,1,0,150,0,0.8,Collision,n
3904,res/model/base/base_rock2_collision.x,7,0,-13,0,230,0,0.55,Collision,n
3905,res/model/base/base_rock1_collision.x,-2,0,-24,0,315,0,0.7,Collision,n
3911,res/model/collision_wall/collision_wall_collision.x,-7,1.5,24,0,90,0,1,Collision,n
3912,res/model/collision_wall/collision_wall_collision.x,7,1.5,14,0,90,0,1,Collision,n
3913,res/model/collision_wall/collision_wall_collision.x,-7,1.5,1,0,0,0,1,Collision,n
3914,res/model/collision_wall/collision_wall_collision.x,7,1.5,-12,0,0,0,1,Collision,n
3915,res/model/collision_wall/collision_wall_collision.x,-7,1.5,-24,0,90,0,1,Collision,n
3921,res/model/cubeWoodSmall/cube_wood_small_collision.x,-10,0,22,0,0,0,1,Collision,n
3922,res/model/cubeWoodSmall/cube_wood_small_collision.x,-10,0.9,22,0,35,0,1,Collision,n
3923,res/model/cubeWoodSmall/cube_wood_small_collision.x,7,0,9,0,-20,0,1,Collision,n
3924,res/model/cubeWoodSmall/cube_wood_small_collision.x,-7,0,-2,0,20,0,1,Collision,n
3925,res/model/cubeWoodSmall/cube_wood_small_collision.x,2,0,-16,0,0,0,1,Collision,n
3926,res/model/collision_wall/collision_wall_tall_collision.x,-42,1.5,-42,0,0,0,1,Collision,n
3927,res/model/collision_wall/collision_wall_tall_collision.x,0,1.5,0,0,90,0,1,Collision,n
3928,res/model/collision_wall/collision_wall_tall_collision.x,42,1.5,42,0,0,0,1,Collision,n
