sway,wave
AutoHide,n
51.383,7.325,40.078,101.29,1.214
-12.803,0.602,-3.884,218.66,1.043
-24.761,0.436,-31.208,149.66,0.905
43.206,1.318,5.005,34.51,0.752
40.279,0.34,-30.523,174.91,1.097
28.583,10.433,43.808,87.67,1.323
47.088,16.163,56.051,174.35,1.228
12.03,8.242,40.119,313.75,0.737
28.754,2.476,18.096,101.06,1.157
-29.742,14.379,55.394,68.26,1.284
36.232,21.873,63.44,32.68,0.836
-51.132,17.673,56.716,241.97,1.22
-39.845,0.379,-23.143,17.23,0.732
42.142,9.19,42.718,51.83,1.338
-36.92,0.289,-31.014,303.21,0.724
11.851,9.489,42.43,81.13,0.853
-16.606,0.967,-0.873,105.99,1.236
-33.279,20.439,69.086,204.5,1.288
-49.829,3.932,29.041,137.44,1.009
22.524,8.904,41.008,45.88,0.951
-19.109,2.408,17.844,49.22,1.146
1.331,6.134,36.347,60.01,0.746
52.875,5.509,35.574,242.86,1.303
-13.41,0.378,-25.72,75.47,0.722
-17.258,6.698,39.27,251.85,1.367
-24.666,1.458,5.186,273.05,0.888
-6.546,0.487,-4.88,168.13,0.901
9.133,2.362,12.874,66.61,0.853
22.547,0.433,-18.827,322.44,1.201
24.457,2.612,17.37,273.81,1.222
-24.072,5.22,35.143,156.57,1.283
5.552,3.033,22.063,250.81,1.202
24.474,0.381,-17.09,308.96,0.9
20.969,12.339,46.394,260.64,0.743
29.926,0.573,-6.489,178.59,1.007
35.984,0.309,-14.011,14.14,0.793
37.827,5.841,35.145,50.1,1.211
48.554,2.876,22.677,290.25,1.268
-6.633,5.552,36.052,240.14,1.309
-37.094,2.724,19.921,116.16,1.368
-21.489,4.196,31.044,345.87,0.878
18.21,4.17,30.35,285.06,1.129
-17.851,0.423,-26.03,198.27,0.759
12.007,9.699,42.786,227.62,1.25
27.589,22.78,63.297,115.13,1.046
-53.193,14.983,51.705,70.25,0.969
-23.696,1.069,0.525,9.09,1.241
53.761,19.581,65.801,52.45,1.179
-41.474,3.693,28.422,232.62,0.901
-53.367,14.045,50.15,24.65,0.974
18.855,0.369,-7.912,151.35,0.944
-28.093,10.162,46.816,104.89,1.071
-54.787,11.189,45.335,69.14,0.751
-25.348,19.918,69.476,66.88,0.875
-13.776,6.216,37.949,274.21,0.941
37.042,2.345,15.585,55.07,0.925
24.118,3.55,27.44,273.97,0.864
-3.403,20.033,64.892,158.14,1.169
-44.922,1.074,-0.386,274.64,1.283
-12.707,0.502,-5.545,259.05,1.355
-13.189,4.262,31.695,235.91,1.15
-18.876,2.85,23.526,71.67,1.188
-10.142,4.403,32.524,247.76,0.8
36.955,2.355,15.795,338.35,0.903
-21.862,0.636,-6.33,32.16,1.072
50.626,2.285,12.858,265.42,0.876
26.013,0.369,-25.823,135.7,1.147
-18.416,14.728,56.825,219.69,1.174
-49.367,23.364,67.49,305.53,1.168
-27.516,0.662,-3.665,314.69,0.986
9.589,2.274,12.172,79.53,1.01
18.997,0.204,-31.587,87.99,1.247
-14.279,2.605,17.809,279.41,1.04
25.635,0.542,-4.684,146.94,0.8
-20.464,18.536,66.069,357.5,1.107
46.739,0.532,-9.008,140.44,0.81
12.298,22.956,64.497,148.97,1.363
23.462,0.33,-26.748,304.23,0.76
-24.405,0.558,-7.975,281.44,1.182
16.404,5.875,35.181,281.94,0.943
-50.263,0.462,-31.779,323.63,0.792
16.716,19.208,57.445,230.17,1.366
-22.747,0.418,-11.252,168.22,0.794
43.262,0.534,-9.95,74.29,1.343
-17.729,0.246,-14.549,325.46,1.026
-31.503,17.98,64.149,26.14,0.81
-30.199,9.301,44.855,189.05,0.995
45.629,6.584,38.018,258.85,0.919
34.799,0.242,-18.014,150.63,0.824
52.988,8.352,42.449,57.25,0.895
6.757,3.83,27.946,45.36,0.772
51.452,17.322,59.976,24.83,0.958
-48.136,1.448,4.488,1.96,1.081
-13.15,4.524,32.73,116.72,0.887
13.449,0.323,-15.786,91.37,1.24
0.333,0.37,-25.686,240.94,1.13
-36.909,2.694,18.743,287.91,0.727
-47.295,0.368,-11.411,278.38,1.345
39.398,0.393,-21.137,189.85,1.312
-12.003,16.741,60.384,51.04,1.166
38.303,0.709,-3.931,78.15,0.829
41.691,1.216,3.937,152.75,0.94
-18.688,14.081,55.461,249.02,1.199
13.41,0.361,-11.7,190.72,1.143
-25.153,0.397,-17.085,163.35,1.339
-42.123,17.792,59.546,349.8,0.93
52.156,0.935,0.207,199.89,1.115
1.786,21.868,65.933,66.62,0.935
45.93,0.208,-31.241,316.48,0.979
23.033,18.855,56.567,130.58,1.224
-20.672,10.996,49.197,50.04,0.754
-18.92,6.091,37.585,34.14,1.094
40.853,1.497,6.096,294.69,0.88
-20.45,4.712,33.042,243.75,1.217
49.527,0.53,-7.533,29.62,0.764
13.882,2.312,12.974,249.6,1.163
5.758,4.338,30.103,89.75,1.278
53.488,0.411,-28.649,313.22,0.788
13.043,9.184,41.793,92.13,0.754
-19.759,3.057,25.075,45.45,0.824
32.795,1.163,0.815,298.58,1.285
-52.541,0.414,-17.359,273.21,1.017
-22.615,19.926,69.476,23.4,1.141
-1.284,9.158,43.173,216.46,1.115
12.075,1.206,3.867,318.73,1.164
48.051,0.569,-14.422,278.25,0.936
-19.754,6.362,38.391,352.11,1.024
36.038,2.212,14.014,128.09,1.188
-35.168,1.598,7.06,33.46,1.008
30.54,8.007,39.451,168.28,1.06
-3.768,14.571,53.31,323.21,1.155
20.013,0.334,-25.601,107.93,1.018
-51.484,21.778,64.036,60.2,1.318
-50.057,5.289,33.67,201.12,1.261
-23.013,3.004,24.745,219.28,0.722
44.174,3.66,28.888,218.36,1.023
41.716,2.933,23.474,101.63,1.2
-36.242,0.538,-6.747,168.72,1.357
-38.261,2.624,18.25,144.42,1.06
35.568,0.359,-11.781,37.9,1.197
40.975,5.186,33.939,176.7,1.039
36.183,0.488,-30.79,247.25,0.826
-32.122,0.585,-12.104,345.03,0.756
32.069,0.986,-1.352,24.66,1.082
-23.925,7.576,41.627,343.65,0.74
-24.822,0.485,-10.496,333.42,1.026
33.307,2.185,14.338,314.39,1.194
12.931,2.578,16.205,156.25,0.781
23.728,15.121,50.688,320.01,1.028
-22.9,0.989,-0.837,251.3,1.068
-32.416,14.854,55.957,232.54,1.068
-28.476,19.064,67.361,127.19,0.873
26.274,2.481,16.383,340.98,1.173
-29.94,8.315,42.909,266.09,1.364
17.412,0.414,-21.807,10.28,0.896
45.434,1.251,4.65,350.23,0.731
11.942,2.842,21.77,278.97,1.344
29.162,11.293,45.286,137.43,0.969
-45.31,20.495,63.647,115.11,1.148
16.878,10.966,44.448,238.1,1.137
-12.102,1.968,8.666,210.78,1.164
3.957,2.819,13.981,302.94,0.769
-31.646,0.401,-24.393,191.97,0.847
-14.802,6.91,39.753,311.01,1.346
-31.979,2.402,13.207,23.09,1.178
-36.96,1.236,4.079,105.48,0.74
-5.158,13.016,50.593,256.18,0.732
-47.902,4.34,30.528,273.04,1.054
44.399,7.084,38.953,248.47,1.306
-12.594,1.004,0.904,19.82,0.812
50.258,0.312,-29.419,7.76,0.999
-32.418,6.043,37.753,256.02,0.88
-8.066,5.672,36.46,193.07,1.363
-21.202,5.135,34.607,123.11,0.806
21.78,8.163,39.733,311.85,0.759
15.067,4.361,30.81,127.82,1.063
12.017,0.907,0.458,188.4,0.76
-25.833,14.754,56.872,60.79,0.968
-28.747,4.907,34.589,18.46,1.055
44.353,2.73,17.884,38.5,1.232
15.287,12.82,47.455,193.82,1.146
22.227,0.406,-22.446,356.74,1.332
1.514,0.259,-17.382,46.89,0.971
-52.517,2.334,14.065,250.37,1.156
-40.806,0.95,-0.561,159.58,0.753
39.798,3.403,26.885,354.25,1.356
-43.095,2.652,21.544,271.69,0.813
37.656,0.76,-3.392,232.38,1.258
-12.253,8.248,42.618,14.16,1.378
33.004,5.907,34.73,303.07,1.299
-16.447,19.379,67.595,30.66,1.354
5.207,0.897,-1.89,317.94,1.298
-0.298,16.626,56.51,212.37,1.075
50.11,0.514,-13.175,211.42,1.323
39.115,2.555,17.787,102.38,0.76
-12.317,2.146,10.193,167.32,0.776
-37.468,0.542,-7.188,227.91,1.152
-39.593,1.653,7.222,204.15,0.833
-41.449,3.156,25.518,83.15,0.96
-17.8,3.393,27.1,321.21,1.359
47.264,0.684,-1.06,222.23,1.235
19.793,0.204,-31.405,156.44,0.787
27.562,16.049,52.482,231.8,1.215
37.61,0.364,-23.222,80.39,1.295
-5.667,16.288,57.39,323.08,1.107
-46.829,9.554,43.676,106.93,0.856
-31.544,8.498,43.14,74.04,1.184
15.323,0.385,-17.42,339.24,1.127
13.907,0.979,2.189,12.01,1.013
-44.934,3.342,26.365,152.23,1.226
-35.37,0.534,-9.293,76.03,0.926
-48.782,0.475,-28.904,220.62,0.814
17.023,0.248,-30.254,144.83,0.869
-26.07,1.542,6.243,341.5,1.222
52.324,0.635,-4.935,260.73,1.191
50.876,0.613,-4.517,251.55,0.94
-52.029,9.468,42.797,122.64,0.75
-47.378,13.96,51.351,67.07,1.046
-27.132,4.434,32.76,346.22,0.772
49.368,0.292,-29.129,120.45,0.999
5.957,0.227,-12.682,40.29,1.308
44.046,4.529,32.418,162.02,0.765
34.361,0.536,-7.79,158.27,0.972
-18.507,0.246,-14.696,44.71,1.119
-42.178,7.271,39.445,218.09,1.256
-2.221,14.157,52.249,359.46,1.311
-39.677,3.179,25.802,72.84,1.062
-50.388,0.353,-22.577,161.86,1.221
-31.212,12.574,51.177,269.15,0.783
-54.408,0.515,-9.898,112.33,0.982
50.492,5.685,36.11,44.72,1.219
47.833,1.142,3.69,357.65,1.195
-34.219,16.932,60.588,282.25,1.268
-26.374,2.703,20.945,262.79,1.007
-33.549,0.544,-19.798,34.3,1.317
37.627,7.237,38.413,50.22,1.264
43.882,2.858,22.153,182.18,1.05
12.415,3.582,27.276,313.7,1.192
19.225,15.059,50.525,341.78,0.953
11.311,0.362,-10.89,261.05,1.153
38.923,3.551,27.541,268.31,1.084
-29.597,15.844,59.022,3.62,0.765
33.588,20.255,59.955,154.14,1.004
-3.469,1.122,1.399,207.96,0.913
22.344,22.226,62.337,84.83,0.822
-26.919,0.366,-27.887,262.46,1.166
29.296,0.78,-3.185,137.72,1.333
-13.722,5.966,37.272,298.7,0.929
18.492,5.345,33.931,164.13,1.228
-8.037,0.484,-4.78,38.29,1.012
-35.55,2.721,18.364,124.94,1.097
47.819,20.568,65.858,4.55,1.108
-48.872,3.963,29.119,194.92,1.346
18.19,20.902,60.258,100.25,1.309
6.666,3.238,24.533,332.74,0.787
47.384,2.868,22.319,201.4,0.93
19.449,9.585,42.16,119.0,1.214
-9.358,0.244,-31.233,3.35,1.083
26.338,2.734,21.509,251.31,1.064
-25.612,0.402,-31.665,209.93,1.079
19.143,14.388,49.508,181.99,0.896
8.498,0.176,-16.673,285.87,1.294
2.216,2.845,12.745,79.41,1.227
13.735,2.01,10.419,101.24,1.177
7.264,24.36,68.078,206.69,1.214
-49.202,3.537,27.284,128.71,0.786
-10.075,0.41,-15.109,154.17,1.188
10.681,3.036,23.653,69.25,0.781
37.006,19.985,60.352,303.01,0.771
-39.457,20.524,66.501,269.59,1.212
45.248,20.202,64.034,70.71,1.132
-32.322,0.546,-4.386,317.02,0.803
30.868,2.463,18.842,334.43,1.204
17.565,6.336,36.251,226.69,1.311
30.714,0.642,-5.678,241.88,0.741
-41.441,0.396,-25.619,253.91,0.752
48.138,11.484,47.516,214.27,1.285
-3.091,11.458,47.494,107.02,0.934
36.133,1.914,9.991,271.12,0.977
-1.862,7.819,40.637,284.01,1.025
20.774,11.425,45.012,344.55,0.751
-28.619,4.71,33.921,230.54,0.772
-34.48,0.955,2.089,163.5,0.738
36.351,0.472,-29.76,205.57,1.038
46.429,3.031,24.554,342.46,1.3
-34.447,14.162,53.975,233.67,1.166
-37.413,20.923,68.332,228.32,0.76
-22.819,0.497,-30.73,146.93,1.275
-10.646,2.307,10.658,129.43,0.819
23.083,2.539,15.37,21.62,0.723
0.626,0.294,-17.364,195.5,0.728
8.732,15.594,52.89,16.15,1.087
38.964,0.496,-9.276,14.49,0.987
33.362,0.734,-4.781,232.15,0.763
-52.921,13.405,49.213,38.12,0.965
-54.627,0.525,-8.37,352.93,1.07
-44.955,20.381,63.568,68.1,1.043
3.713,21.748,64.829,90.7,0.777
-3.613,20.518,66.004,283.54,0.763
39.62,1.127,2.466,67.31,1.304
52.543,0.407,-15.913,156.71,1.086
-9.554,0.419,-14.773,116.04,1.248
-35.55,0.537,-9.967,50.71,0.919
49.193,2.677,17.689,221.42,1.101
39.115,0.387,-20.166,162.47,0.733
31.701,20.038,59.255,329.2,1.06
-14.233,5.672,36.419,240.8,1.268
18.402,0.396,-12.575,7.34,1.166
50.04,2.707,19.164,253.98,0.859
29.989,0.232,-17.833,325.08,1.177
17.81,2.23,11.853,35.88,0.769
3.547,2.039,7.424,134.87,1.005
45.901,12.491,48.871,137.83,0.997
42.107,0.623,-3.263,49.44,1.039
-16.641,2.266,14.239,182.12,1.158
-44.442,1.851,9.353,240.25,0.728
33.599,4.313,30.002,13.47,1.03
-45.188,3.598,27.592,231.44,1.145
2.271,10.251,44.855,211.31,1.279
-15.634,5.379,35.456,154.43,1.168
54.891,2.268,14.543,137.37,1.021
-29.198,2.169,11.455,197.91,1.259
-36.136,0.271,-30.356,279.17,1.153
19.007,2.784,18.854,356.4,1.131
-36.875,0.534,-7.533,318.54,1.363
-39.007,1.462,5.593,81.96,1.376
-53.922,2.703,19.859,319.85,0.998
-12.27,0.372,-19.262,263.82,0.879
-50.486,1.564,6.185,146.11,0.975
6.336,18.136,57.519,196.52,1.054
-39.377,7.669,40.704,110.04,1.077
-3.203,0.554,-4.552,64.44,1.291
54.422,2.392,16.252,84.83,1.101
-5.578,0.915,0.241,18.88,1.014
-21.658,5.488,35.815,198.17,1.325
-6.719,10.506,46.225,298.82,0.841
34.175,0.366,-24.332,274.89,1.263
-3.831,3.272,20.647,118.76,1.0
-47.678,1.394,3.766,259.94,1.004
-2.633,2.6,9.813,244.03,1.176
4.824,2.791,14.568,159.67,1.314
5.015,5.149,32.969,172.47,0.962
-48.677,1.572,6.013,83.72,1.368
47.063,2.172,11.239,52.44,0.793
29.945,0.229,-16.549,300.36,0.836
50.466,1.956,9.802,337.19,0.872
-23.802,2.663,21.384,138.84,1.249
-6.928,2.83,12.597,334.99,1.014
-7.237,0.612,-2.645,105.72,1.195
50.449,20.584,66.865,323.4,1.263
-53.629,2.531,16.25,241.33,1.328
40.745,0.342,-28.14,213.45,0.844
32.008,0.543,-7.437,192.17,1.33
2.188,6.067,36.025,96.3,1.371
45.384,2.081,10.512,53.64,0.785
-53.218,1.289,4.186,242.09,0.793
-9.685,12.164,49.844,143.1,1.077
-10.546,9.474,44.86,64.93,0.766
-43.197,0.364,-11.872,175.03,0.908
-38.109,4.257,31.554,353.79,0.917
47.263,0.296,-27.529,221.48,0.826
15.068,0.85,1.147,231.06,1.349
-44.678,16.679,56.666,9.17,1.346
19.794,8.587,40.499,140.96,0.943
-19.292,1.965,10.744,59.06,0.919
-40.472,6.225,37.155,160.56,0.743
-27.987,0.433,-22.401,14.93,0.735
50.601,0.524,-8.403,303.8,0.742
-52.028,2.754,21.864,175.53,1.282
23.75,0.648,-1.616,251.93,1.269
16.385,20.622,59.932,205.0,0.81
18.899,26.294,68.992,211.69,1.044
-54.938,0.846,0.285,128.46,1.123
-7.133,12.151,49.313,173.26,0.904
44.04,11.332,46.612,348.47,0.902
-20.53,0.321,-12.659,292.6,1.111
-50.616,24.599,69.161,171.35,1.265
-28.454,0.526,-16.886,262.27,1.089
52.174,0.73,-2.876,127.41,0.793
-53.064,0.406,-21.707,61.33,1.297
50.964,0.491,-12.25,234.11,1.306
51.311,2.346,13.808,135.41,1.197
44.38,17.726,58.437,90.83,1.306
-27.436,0.366,-26.776,329.84,1.108
-36.862,0.521,-11.521,294.29,1.138
4.036,20.747,62.839,355.13,0.869
-10.206,18.898,65.153,159.38,1.198
-44.601,1.349,3.126,95.85,1.34
4.222,0.451,-27.64,63.56,1.196
-54.948,7.943,39.762,181.52,0.898
30.337,2.347,16.611,209.18,1.141
6.817,7.129,38.065,327.61,1.071
20.719,3.318,26.315,339.77,0.842
19.381,2.77,18.44,182.67,1.071
-35.955,12.042,49.493,3.08,1.092
-51.458,4.675,31.868,46.08,1.359
9.847,20.848,61.323,47.91,1.14
47.686,4.581,32.855,75.32,0.748
-13.601,0.388,-27.484,274.13,1.191
-6.969,19.043,64.34,117.47,0.799
-48.519,16.342,55.096,129.08,1.272
25.052,0.352,-27.054,260.54,0.946
1.03,10.276,45.014,88.34,1.317
-14.118,1.412,4.356,182.63,1.135
-2.414,3.268,22.355,291.45,0.942
9.636,2.654,17.053,313.39,0.841
2.994,3.953,28.696,246.04,0.946
-12.665,4.755,33.615,214.72,0.918
25.916,23.523,64.466,322.18,0.996
34.881,15.085,51.896,228.53,0.996
-2.16,8.704,42.406,93.35,0.77
-18.734,16.522,60.949,226.02,1.34
-3.09,15.981,55.971,199.53,1.337
19.199,0.457,-18.135,337.49,1.2
-14.724,2.09,10.82,104.69,0.997
44.322,1.977,9.767,237.29,1.38
37.579,2.485,17.649,55.03,1.308
-25.306,13.536,54.188,345.39,1.284
-34.152,0.569,-18.169,102.44,1.161
-43.207,0.317,-13.375,4.38,0.785
-50.013,7.642,39.448,354.81,0.931
1.37,0.29,-19.841,105.09,1.167
42.536,1.217,4.115,158.27,1.091
49.225,17.517,59.683,241.33,1.342
54.252,0.348,-14.893,12.09,1.307
-52.343,14.627,51.317,28.38,0.788
-52.019,0.381,-21.739,212.72,0.744
-46.109,0.241,-15.563,203.01,1.22
39.859,20.637,62.551,112.61,1.286
3.556,4.715,31.717,64.45,1.089
11.319,10.447,44.152,9.23,1.206
9.68,0.407,-26.353,169.44,1.12
-9.789,0.38,-11.605,103.28,1.224
-14.816,5.073,34.512,236.96,0.996
-4.476,12.716,49.93,8.37,0.946
35.972,0.504,-8.493,197.85,1.133
15.595,0.58,-2.742,126.01,1.289
-46.168,3.563,27.39,238.7,0.808
39.593,0.372,-27.815,205.86,0.926
3.829,3.258,24.094,334.11,1.128
5.841,3.622,26.876,179.15,0.81
-49.055,1.403,4.163,243.97,0.743
50.12,2.246,12.32,262.09,0.9
21.791,11.421,45.014,350.25,1.081
-23.102,16.7,61.67,312.48,1.355
-48.081,2.927,23.879,63.06,0.792
54.827,11.864,49.753,38.46,1.212
18.388,2.129,11.042,297.91,1.198
16.698,0.475,-4.497,169.39,0.751
-52.061,17.881,56.847,99.11,0.783
-13.807,5.696,36.508,319.05,0.821
31.259,9.013,41.461,88.07,1.042
30.011,3.271,25.711,98.12,1.056
-17.317,0.522,-31.176,120.85,0.918
-9.54,5.865,37.013,242.58,1.0
17.091,0.431,-17.981,197.46,1.107
-42.212,0.629,-6.272,132.7,1.117
14.12,17.818,55.462,200.19,1.037
15.969,22.748,63.675,58.34,1.245
29.529,6.302,35.682,235.24,1.269
-22.573,4.623,32.866,290.86,0.953
27.23,0.605,-4.654,51.49,1.191
-11.658,5.408,35.754,103.16,0.922
28.769,0.834,-2.182,142.96,1.052
-50.982,0.767,-3.19,229.14,0.802
-42.38,21.38,66.728,61.6,1.083
-36.862,20.063,66.845,206.61,0.816
49.358,18.956,62.975,250.97,0.876
41.824,3.223,25.988,48.96,0.971
53.469,0.356,-18.403,323.1,1.218
35.706,1.675,7.205,264.78,1.27
-26.113,0.408,-21.277,179.81,1.251
-13.77,0.368,-23.832,34.37,1.304
-46.67,1.442,4.229,89.71,0.756
-47.463,14.977,53.044,258.51,1.189
-45.199,22.277,67.122,274.28,0.865
41.876,0.564,-5.328,14.88,1.101
16.527,7.751,39.074,157.64,1.243
-19.098,19.125,67.351,255.78,0.974
-33.011,3.528,28.917,224.75,1.091
-29.152,3.136,25.984,155.77,0.733
-15.103,6.994,39.974,190.65,0.867
25.397,2.475,15.694,325.7,1.266
-16.187,18.657,65.851,14.12,0.851
21.805,15.141,50.628,178.68,0.765
23.505,0.396,-22.293,187.96,0.866
40.673,3.589,28.002,233.4,1.102
41.518,0.606,-4.118,160.69,0.748
18.256,23.755,65.165,14.46,0.977
-44.786,11.991,48.447,267.74,0.977
-54.661,0.915,0.984,32.51,1.1
37.759,12.465,47.953,113.44,1.309
-17.463,6.493,38.715,41.37,0.792
41.143,2.829,22.269,128.99,0.973
16.869,0.396,-22.57,188.15,1.024
-21.046,2.853,23.598,203.42,1.18
-13.156,15.33,57.312,324.59,1.116
20.206,0.228,-29.845,146.05,0.897
47.179,5.131,34.539,308.86,1.006
-22.562,2.984,24.595,71.68,1.164
20.556,2.796,19.746,47.27,0.81
22.841,0.362,-9.188,72.65,0.809
-28.886,4.519,33.272,154.27,0.736
42.133,4.099,30.544,57.66,0.818
33.844,3.963,28.738,346.29,0.984
5.32,6.809,37.452,66.12,1.216
49.013,10.155,45.302,234.73,0.868
16.738,26.809,69.899,214.83,0.932
-40.016,0.693,-4.166,351.52,0.879
40.735,0.711,-2.339,145.42,1.155
-28.353,0.538,-14.1,246.25,1.147
-8.248,16.12,57.825,149.72,1.017
-46.868,2.167,13.989,68.2,1.09
2.962,19.132,60.234,91.6,1.119
3.487,2.724,12.533,158.86,0.736
8.544,1.416,4.592,234.39,1.285
-45.092,0.397,-25.247,111.24,1.002
-9.478,15.467,56.677,69.04,0.797
-33.504,0.454,-22.844,10.21,0.946
-16.631,4.731,33.172,358.07,0.909
-28.323,2.713,19.536,132.7,1.11
12.217,6.891,37.347,305.03,1.261
-43.028,0.268,-16.827,342.68,1.012
54.052,5.989,36.917,217.89,0.885
-13.425,9.114,44.57,287.06,0.866
14.958,21.349,61.361,258.55,1.266
49.767,1.807,8.574,70.96,1.191
53.96,2.738,22.117,37.02,0.816
33.588,4.176,29.516,130.1,1.038
25.791,0.545,-4.743,100.96,1.051
31.687,25.827,68.731,290.72,1.225
46.568,0.905,1.73,326.33,1.034
13.778,0.359,-24.534,325.31,0.767
-37.777,2.4,14.265,182.3,1.003
52.409,14.901,55.069,84.88,1.074
44.37,1.847,8.83,321.17,1.063
14.646,20.437,59.814,101.88,0.727
26.45,2.732,21.516,260.94,1.316
2.348,1.895,6.134,214.92,0.856
-36.057,0.535,-10.839,335.65,0.942
-45.703,20.887,64.249,343.87,1.105
1.86,0.829,-2.321,222.36,1.244
-22.407,4.468,32.248,57.67,1.176
-2.656,3.336,17.936,153.76,1.312
-39.172,0.403,-18.952,221.69,0.935
-50.343,16.516,54.933,277.94,0.874
47.203,1.649,7.449,354.91,0.982
53.043,0.385,-25.298,6.78,0.74
-5.119,3.233,20.845,353.12,1.044
-21.661,19.335,68.089,244.32,1.002
38.569,5.606,34.652,281.36,1.234
-35.033,0.4,-24.3,201.04,1.272
-31.197,2.916,23.359,127.54,0.991
-44.351,2.345,16.885,132.64,1.031
23.892,0.371,-8.888,236.67,1.221
-51.29,5.492,34.296,230.85,0.981
49.342,4.903,33.882,238.05,1.32
43.146,0.635,-2.381,279.99,1.355
-4.541,0.986,0.611,43.46,1.06
-21.653,2.354,16.761,216.72,0.975
-30.768,1.198,4.139,345.88,0.723
3.504,0.56,-6.265,345.26,1.224
36.396,6.9,37.504,330.68,1.153
30.932,3.132,24.976,148.86,0.95
-17.308,18.166,64.807,341.08,0.91
33.55,0.219,-16.656,145.95,0.735
37.363,19.77,60.076,210.3,0.813
-32.668,0.222,-30.367,92.46,1.374
-50.984,2.56,18.913,256.87,1.263
48.071,0.524,-7.887,208.86,1.064
-16.458,1.984,10.316,204.07,1.297
26.618,8.364,40.065,225.35,0.865
-15.845,2.643,20.562,18.48,1.154
-32.48,0.314,-26.856,111.2,0.941
-50.283,14.516,51.616,21.29,0.955
-16.958,2.359,15.975,97.76,0.802
-49.655,0.35,-23.006,269.86,0.738
-7.807,21.228,69.203,202.44,1.035
28.446,2.422,16.899,151.48,0.765
40.158,5.762,35.346,115.93,1.279
-43.569,0.526,-8.26,115.32,1.239
30.017,19.51,58.167,251.05,0.738
-14.635,9.767,46.092,172.8,0.731
16.405,3.654,28.064,115.4,1.13
-45.639,3.258,25.903,6.01,1.355
10.556,13.736,49.618,292.91,1.239
-6.014,0.687,-1.887,55.41,0.847
-23.908,0.466,-31.086,125.02,1.38
-35.67,2.885,22.941,311.21,0.91
36.106,6.01,35.314,221.44,0.921
34.457,2.658,21.692,80.54,1.136
-29.306,9.369,45.089,4.83,0.861
17.386,0.396,-7.226,21.96,0.796
-46.612,2.477,19.315,331.73,1.024
28.24,2.776,22.413,283.73,1.2
-31.611,0.666,-1.359,284.77,0.756
-22.873,10.692,48.495,229.01,1.285
7.971,0.46,-8.45,128.3,1.376
-23.596,1.707,7.604,182.87,1.157
18.637,0.222,-30.327,98.47,0.771
-4.239,21.179,67.616,283.15,1.113
30.703,10.159,43.503,208.89,1.177
-2.676,0.375,-24.142,285.09,1.281
51.717,21.491,69.081,195.5,0.812
-43.788,5.683,35.126,274.2,0.931
-25.557,0.394,-25.388,338.02,0.761
-8.532,14.998,55.359,234.56,0.886
-24.266,0.358,-17.682,224.36,1.214
-20.856,9.865,46.835,336.63,0.956
20.132,0.246,-28.92,253.34,1.041
-47.6,2.486,19.284,22.17,0.965
39.794,0.722,-2.758,298.39,0.971
10.574,17.049,54.851,89.0,1.31
43.047,1.046,2.748,79.96,1.115
27.229,22.201,62.313,22.81,0.955
