ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x240.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage26/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
3601,res/model/collision_wall/collision_wall_collision.x,-24,1.5,-54,0,0,0,1,Collision,n,
3602,res/model/collision_wall/collision_wall_collision.x,8,1.5,-54,0,0,0,1,Collision,n,
3603,res/model/collision_wall/collision_wall_collision.x,24,1.5,-28,0,0,0,1,Collision,n,
3604,res/model/collision_wall/collision_wall_collision.x,-8,1.5,-28,0,0,0,1,Collision,n,
3605,res/model/collision_wall/collision_wall_collision.x,-24,1.5,0,0,0,0,1,Collision,n,
3606,res/model/collision_wall/collision_wall_collision.x,8,1.5,0,0,0,0,1,Collision,n,
3607,res/model/collision_wall/collision_wall_collision.x,24,1.5,28,0,0,0,1,Collision,n,
3608,res/model/collision_wall/collision_wall_collision.x,-8,1.5,28,0,0,0,1,Collision,n,
3609,res/model/collision_wall/collision_wall_collision.x,-24,1.5,54,0,0,0,1,Collision,n,
3610,res/model/collision_wall/collision_wall_collision.x,8,1.5,54,0,0,0,1,Collision,n,
3611,res/model/cubeWood/cube_wood_collision.x,-38,0,-62,0,0,0,1,Collision,n,
3612,res/model/cubeWood/cube_wood_collision.x,38,0,-48,0,0,0,1,Collision,n,
3613,res/model/cubeWood/cube_wood_collision.x,-38,0,-18,0,0,0,1,Collision,n,
3614,res/model/cubeWood/cube_wood_collision.x,38,0,8,0,0,0,1,Collision,n,
3615,res/model/cubeWood/cube_wood_collision.x,-24,0,36,0,0,0,1,Collision,n,
3616,res/model/cubeWood/cube_wood_collision.x,38,0,62,0,0,0,1,Collision,n,
