ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
2,res/model/stage_2_8/stage_ground.x,0,0,0,0,0,0,1,Collision,n,
2801,res/model/base/base_rock1_collision.x,-31,0.4,-33,0,25,0,1.1,Collision,n,
2802,res/model/base/base_rock2_collision.x,31,0.4,-31,0,145,0,1.0,Collision,n,
2803,res/model/base/base_rock2_collision.x,-32,0.4,31,0,220,0,1.0,Collision,n,
2804,res/model/base/base_rock1_collision.x,31,0.4,33,0,315,0,1.1,Collision,n,
2809,res/model/plateLava.x,-24,0.42,-18,0,0,0,1.5,NonCollision,n,
2810,res/model/plateLava.x,24,0.42,-18,0,0,0,1.5,NonCollision,n,
2811,res/model/plateLava.x,-24,0.42,14,0,0,0,1.5,NonCollision,n,
2812,res/model/plateLava.x,24,0.42,14,0,0,0,1.5,NonCollision,n,
2813,res/model/plateLava.x,0,0.42,34,0,0,0,1.5,NonCollision,n,
