ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
1,../ground/stage_visual_ground_world2.x,0,-8,0,0,0,0,1,meshmix2
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2
2801,../base/base_rock1.x,-31,0.4,-33,0,25,0,1.1,normal
2802,../base/base_rock2.x,31,0.4,-31,0,145,0,1.0,normal
2803,../base/base_rock2.x,-32,0.4,31,0,220,0,1.0,normal
2804,../base/base_rock1.x,31,0.4,33,0,315,0,1.1,normal
2809,../plateLava.x,-24,0.42,-18,0,0,0,1.5,meshmix2
2810,../plateLava.x,24,0.42,-18,0,0,0,1.5,meshmix2
2811,../plateLava.x,-24,0.42,14,0,0,0,1.5,meshmix2
2812,../plateLava.x,24,0.42,14,0,0,0,1.5,meshmix2
2813,../plateLava.x,0,0.42,34,0,0,0,1.5,meshmix2
2899,../SkySphere_cave/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal
