ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse30x60.x,0,0,0,0,0,0,1,Collision,n
2,res/model/stage_1_7/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n
3101,res/model/collision_wall/collision_wall_collision.x,-8,1.5,22,0,0,0,1,Collision,n
3102,res/model/collision_wall/collision_wall_collision.x,9,1.5,16,0,90,0,1,Collision,n
3103,res/model/collision_wall/collision_wall_collision.x,-10,1.5,-12,0,0,0,1,Collision,n
3104,res/model/collision_wall/collision_wall_collision.x,11,1.5,-20,0,90,0,1,Collision,n
3105,res/model/collision_wall/collision_wall_collision.x,-6,1.5,-10,0,0,0,1,Collision,n
3111,res/model/cubeWoodSmall/cube_wood_small_collision.x,-6,0,24,0,0,0,1,Collision,n
3112,res/model/cubeWoodSmall/cube_wood_small_collision.x,-6,0.95,24,0,20,0,1,Collision,n
3113,res/model/cubeWoodSmall/cube_wood_small_collision.x,4,0,9,0,0,0,1,Collision,n
3121,res/model/cubeWoodSmall/cube_wood_small_collision.x,-8,0,-23,0,0,0,1,Collision,n
3122,res/model/cubeWoodSmall/cube_wood_small_collision.x,10,0,-13,0,0,0,1,Collision,n
3131,res/model/base/base_rock1_collision.x,-11,0,10,0,30,0,0.7,Collision,n
3132,res/model/base/base_rock2_collision.x,11,0,22,0,120,0,0.7,Collision,n
3133,res/model/base/base_rock1_collision.x,-12,0,-20,0,200,0,0.8,Collision,n
3134,res/model/base/base_rock2_collision.x,13,0,-28,0,310,0,0.8,Collision,n
3511,res/model/collision_moving_platform.x,0,0.4,6,0,0,0,1,Collision,y
3512,res/model/collision_moving_platform.x,0,0.4,1,0,0,0,1,Collision,y
3620,res/model/static_platform/static_platform_2x2_collision.x,5,3.4,3,0,0,0,1,Collision,n
3701,res/model/plateLava.x,-10,0.02,6.2,0,0,0,0.75,NonCollision,n
3702,res/model/plateLava.x,10,0.02,6.2,0,0,0,0.75,NonCollision,n
3801,res/model/tree2Physics/tree_cylinder_collision.x,6,0,24,0,0,0,1,Collision,n
11001,res/model/attack_block/attack_wall.x,9,1.5,-12,0,0,0,2,Collision,y
