ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse.x,0,0,0,0,0,0,1,Collision,n
2,res/model/plateField.x,0,0.01,0,0,0,0,1,Collision,n
1103,res/model/collision_wall.x,-11.5,1.5,8,0,0,0,1,Collision,n
1104,res/model/collision_wall.x,11.5,1.51,6,0,0,0,1,Collision,n
1105,res/model/collision_wall.x,-6,1.52,2.5,0,1.5708,0,1,Collision,n
1106,res/model/collision_wall.x,6,1.53,-2.5,0,1.5708,0,1,Collision,n
1107,res/model/collision_wall.x,-9.5,1.54,-5,0,0,0,1,Collision,n
1108,res/model/collision_wall.x,9.5,1.55,-7,0,0,0,1,Collision,n
1109,res/model/collision_wall.x,-3.5,1.56,10,0,1.5708,0,1,Collision,n
1110,res/model/collision_wall.x,4.5,1.57,-10,0,0,0,1,Collision,n
1113,res/model/collision_moving_platform.x,-2.5,0.82,0,0,0,0,1,Collision,y
1114,res/model/collision_moving_platform.x,2.5,0.83,0,0,0,0,1,Collision,y
1119,res/model/cube_white.x,-12.5,1,10,0,0,0,1,Collision,n
1120,res/model/cube_white.x,-5,1.01,7.5,0,0,0,1,Collision,n
1121,res/model/cube_white.x,-1.5,1.02,5,0,0,0,1,Collision,n
1122,res/model/cube_white.x,4.5,1.03,-5,0,0,0,1,Collision,n
1123,res/model/cube_white.x,7,1.04,-7.5,0,0,0,1,Collision,n
1124,res/model/cube_white.x,12.5,1.05,-10,0,0,0,1,Collision,n
