ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x240.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage14/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
4201,res/model/collision_wall/collision_wall_collision.x,-32,1.5,-28,0,90,0,1,Collision,n,
4202,res/model/collision_wall/collision_wall_collision.x,32,1.5,-28,0,90,0,1,Collision,n,
4203,res/model/collision_wall/collision_wall_collision.x,-32,1.5,28,0,90,0,1,Collision,n,
4204,res/model/collision_wall/collision_wall_collision.x,32,1.5,28,0,90,0,1,Collision,n,
4205,res/model/cubeWood/cube_wood_collision.x,-42,0,-34,0,0,0,1,Collision,n,
4206,res/model/cubeWood/cube_wood_collision.x,42,0,-34,0,0,0,1,Collision,n,
4207,res/model/cubeWood/cube_wood_collision.x,-42,0,34,0,0,0,1,Collision,n,
4208,res/model/cubeWood/cube_wood_collision.x,42,0,34,0,0,0,1,Collision,n,
4209,res/model/collision_moving_platform.x,-16,0.4,44,0,0,0,1,Collision,y,
