ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
1,../ground/stage_visual_ground_world2.x,0,0,0,0,0,0,1,meshmix2
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2
3001,../collision_wall/collision_wall_tall.x,-58,3,-48,0,0,0,2,meshmix2
3002,../collision_wall/collision_wall_tall.x,58,3,-48,0,0,0,2,meshmix2
3003,../collision_wall/collision_wall_tall.x,-58,3,-32,0,0,0,2,meshmix2
3004,../collision_wall/collision_wall_tall.x,58,3,-32,0,0,0,2,meshmix2
3005,../collision_wall/collision_wall_tall.x,-58,3,-16,0,0,0,2,meshmix2
3006,../collision_wall/collision_wall_tall.x,58,3,-16,0,0,0,2,meshmix2
3007,../collision_wall/collision_wall_tall.x,-58,3,0,0,0,0,2,meshmix2
3008,../collision_wall/collision_wall_tall.x,58,3,0,0,0,0,2,meshmix2
3009,../collision_wall/collision_wall_tall.x,-58,3,16,0,0,0,2,meshmix2
3010,../collision_wall/collision_wall_tall.x,58,3,16,0,0,0,2,meshmix2
3011,../collision_wall/collision_wall_tall.x,-58,3,32,0,0,0,2,meshmix2
3012,../collision_wall/collision_wall_tall.x,58,3,32,0,0,0,2,meshmix2
3013,../collision_wall/collision_wall_tall.x,-58,3,48,0,0,0,2,meshmix2
3014,../collision_wall/collision_wall_tall.x,58,3,48,0,0,0,2,meshmix2
3015,../collision_wall/collision_wall_tall.x,-48,3,-58,0,90,0,2,meshmix2
3016,../collision_wall/collision_wall_tall.x,-48,3,58,0,90,0,2,meshmix2
3017,../collision_wall/collision_wall_tall.x,-32,3,-58,0,90,0,2,meshmix2
3018,../collision_wall/collision_wall_tall.x,-32,3,58,0,90,0,2,meshmix2
3019,../collision_wall/collision_wall_tall.x,-16,3,-58,0,90,0,2,meshmix2
3020,../collision_wall/collision_wall_tall.x,-16,3,58,0,90,0,2,meshmix2
3021,../collision_wall/collision_wall_tall.x,0,3,-58,0,90,0,2,meshmix2
