ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x120.x,0,0,0,0,0,0,1,Collision,n,
5001,res/model/static_platform/static_platform_4x4_collision.x,-50,0.35,-50,0,0,0,1,Collision,n,
5002,res/model/static_platform/static_platform_4x4_collision.x,-50,0.35,-28,0,0,0,1,Collision,n,
5003,res/model/static_platform/static_platform_4x4_collision.x,-44,0.35,-4,0,0,0,1,Collision,n,
5004,res/model/static_platform/static_platform_4x4_collision.x,-48,8.0,45,0,0,0,1,Collision,n,
5005,res/model/static_platform/static_platform_4x4_collision.x,-15,8.0,50,0,0,0,1,Collision,n,
5006,res/model/static_platform/static_platform_4x4_collision.x,24,8.0,46,0,0,0,1,Collision,n,
5007,res/model/static_platform/static_platform_4x4_collision.x,50,16.0,36,0,0,0,1,Collision,n,
5008,res/model/static_platform/static_platform_4x4_collision.x,51,16.0,5,0,0,0,1,Collision,n,
5009,res/model/static_platform/static_platform_4x4_collision.x,45,16.0,-28,0,0,0,1,Collision,n,
5010,res/model/static_platform/static_platform_4x4_collision.x,15,16.0,-50,0,0,0,1,Collision,n,
5011,res/model/static_platform/static_platform_4x4_collision.x,-7,24.0,-31,0,0,0,1,Collision,n,
5012,res/model/static_platform/static_platform_4x4_collision.x,5,24.0,5,0,0,0,1,Collision,n,
5013,res/model/static_platform/static_platform_4x4_collision.x,25,24.0,28,0,0,0,1,Collision,n,
5014,res/model/static_platform/static_platform_4x4_collision.x,-15,24.0,30,0,0,0,1,Collision,n,
5015,res/model/static_platform/static_platform_4x4_collision.x,-30,24.0,0,0,0,0,1,Collision,n,
5016,res/model/static_platform/static_platform_4x4_collision.x,-30,24.0,-30,0,0,0,1,Collision,n,
5017,res/model/static_platform/static_platform_4x4_collision.x,-50,29.35,-50,0,0,0,1,Collision,n,
5018,res/model/static_platform/static_platform_2x2_collision.x,-46,1.2,4,0,0,0,1,Collision,n,
5019,res/model/static_platform/static_platform_2x2_collision.x,-47,2.1,9,0,0,0,1,Collision,n,
5020,res/model/static_platform/static_platform_2x2_collision.x,-48,3.0,14,0,0,0,1,Collision,n,
5021,res/model/static_platform/static_platform_2x2_collision.x,-49,3.9,19,0,0,0,1,Collision,n,
5022,res/model/static_platform/static_platform_2x2_collision.x,-50,4.8,24,0,0,0,1,Collision,n,
5023,res/model/static_platform/static_platform_2x2_collision.x,-50,5.7,29,0,0,0,1,Collision,n,
5024,res/model/static_platform/static_platform_2x2_collision.x,-49,6.6,34,0,0,0,1,Collision,n,
5025,res/model/static_platform/static_platform_2x2_collision.x,-48,7.5,39,0,0,0,1,Collision,n,
5026,res/model/static_platform/static_platform_2x2_collision.x,29,8.9,44,0,0,0,1,Collision,n,
5027,res/model/static_platform/static_platform_2x2_collision.x,33,9.8,43,0,0,0,1,Collision,n,
5028,res/model/static_platform/static_platform_2x2_collision.x,37,10.7,41,0,0,0,1,Collision,n,
5029,res/model/static_platform/static_platform_2x2_collision.x,41,11.6,40,0,0,0,1,Collision,n,
5030,res/model/static_platform/static_platform_2x2_collision.x,44,12.5,39,0,0,0,1,Collision,n,
5031,res/model/static_platform/static_platform_2x2_collision.x,47,13.4,38,0,0,0,1,Collision,n,
5032,res/model/static_platform/static_platform_2x2_collision.x,49,14.3,37,0,0,0,1,Collision,n,
5033,res/model/static_platform/static_platform_2x2_collision.x,50,15.2,36,0,0,0,1,Collision,n,
5034,res/model/static_platform/static_platform_2x2_collision.x,12,16.9,-46,0,0,0,1,Collision,n,
5035,res/model/static_platform/static_platform_2x2_collision.x,10,17.8,-44,0,0,0,1,Collision,n,
5036,res/model/static_platform/static_platform_2x2_collision.x,7,18.7,-42,0,0,0,1,Collision,n,
5037,res/model/static_platform/static_platform_2x2_collision.x,5,19.6,-40,0,0,0,1,Collision,n,
5038,res/model/static_platform/static_platform_2x2_collision.x,2,20.5,-38,0,0,0,1,Collision,n,
5039,res/model/static_platform/static_platform_2x2_collision.x,0,21.4,-36,0,0,0,1,Collision,n,
5040,res/model/static_platform/static_platform_2x2_collision.x,-2,22.3,-34,0,0,0,1,Collision,n,
5041,res/model/static_platform/static_platform_2x2_collision.x,-5,23.2,-32,0,0,0,1,Collision,n,
5042,res/model/static_platform/static_platform_2x2_collision.x,-34,24.8,-34,0,0,0,1,Collision,n,
5043,res/model/static_platform/static_platform_2x2_collision.x,-37,25.6,-37,0,0,0,1,Collision,n,
5044,res/model/static_platform/static_platform_2x2_collision.x,-40,26.4,-40,0,0,0,1,Collision,n,
5045,res/model/static_platform/static_platform_2x2_collision.x,-43,27.2,-43,0,0,0,1,Collision,n,
5046,res/model/static_platform/static_platform_2x2_collision.x,-46,28.0,-46,0,0,0,1,Collision,n,
5047,res/model/static_platform/static_platform_2x2_collision.x,-48,28.7,-48,0,0,0,1,Collision,n,
5048,res/model/static_platform/static_platform_4x4_collision.x,-54,0.35,12,0,0,0,1,Collision,n,
5049,res/model/static_platform/static_platform_4x4_collision.x,5,8.0,54,0,0,0,1,Collision,n,
5050,res/model/static_platform/static_platform_4x4_collision.x,41,16.0,-24,0,0,0,1,Collision,n,
5051,res/model/static_platform/static_platform_4x4_collision.x,53,16.0,-24,0,0,0,1,Collision,n,
5052,res/model/static_platform/static_platform_4x4_collision.x,41,16.0,-12,0,0,0,1,Collision,n,
5053,res/model/static_platform/static_platform_4x4_collision.x,53,16.0,-12,0,0,0,1,Collision,n,
5054,res/model/static_platform/static_platform_4x4_collision.x,18,24.0,-38,0,0,0,1,Collision,n,
5055,res/model/static_platform/static_platform_4x4_collision.x,-52,24.0,-10,0,0,0,1,Collision,n,
6001,res/model/collision_moving_platform.x,-50,0.6499999999999999,-43,0,0,0,1.5,Collision,y,
6002,res/model/collision_moving_platform.x,-49,0.6499999999999999,-21,0,0,0,1.5,Collision,y,
6003,res/model/collision_moving_platform.x,-41,8.3,46,0,0,0,1.5,Collision,y,
6004,res/model/collision_moving_platform.x,-8,8.3,49,0,0,0,1.5,Collision,y,
6005,res/model/collision_moving_platform.x,50,16.3,29,0,0,0,1.5,Collision,y,
6006,res/model/collision_moving_platform.x,50,16.3,-2,0,0,0,1.5,Collision,y,
6007,res/model/collision_moving_platform.x,39,16.3,-33,0,0,0,1.5,Collision,y,
6008,res/model/collision_moving_platform.x,-5,24.3,-24,0,0,0,1.5,Collision,y,
6009,res/model/collision_moving_platform.x,10,24.3,10,0,0,0,1.5,Collision,y,
6010,res/model/collision_moving_platform.x,18,24.3,29,0,0,0,1.5,Collision,y,
6011,res/model/collision_moving_platform.x,-18,24.3,24,0,0,0,1.5,Collision,y,
6012,res/model/collision_moving_platform.x,-30,24.3,-7,0,0,0,1.5,Collision,y,
6013,res/model/collision_moving_platform.x,-48,0.6499999999999999,0,0,0,0,1.5,Collision,y,
6014,res/model/collision_moving_platform.x,-9,8.3,51,0,0,0,1.5,Collision,y,
6015,res/model/collision_moving_platform.x,52,16.3,-2,0,0,0,1.5,Collision,y,
6016,res/model/collision_moving_platform.x,0,24.3,-34,0,0,0,1.5,Collision,y,
