ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
9000,../SkySphere_cave/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal
5001,../static_platform/static_platform_4x4.x,-50,0.35,-50,0,0,0,1,normal
5002,../static_platform/static_platform_4x4.x,-50,0.35,-28,0,0,0,1,normal
5003,../static_platform/static_platform_4x4.x,-44,0.35,-4,0,0,0,1,normal
5004,../static_platform/static_platform_4x4.x,-48,8.0,45,0,0,0,1,normal
5005,../static_platform/static_platform_4x4.x,-15,8.0,50,0,0,0,1,normal
5006,../static_platform/static_platform_4x4.x,24,8.0,46,0,0,0,1,normal
5007,../static_platform/static_platform_4x4.x,50,16.0,36,0,0,0,1,normal
5008,../static_platform/static_platform_4x4.x,51,16.0,5,0,0,0,1,normal
5009,../static_platform/static_platform_4x4.x,45,16.0,-28,0,0,0,1,normal
5010,../static_platform/static_platform_4x4.x,15,16.0,-50,0,0,0,1,normal
5011,../static_platform/static_platform_4x4.x,-7,24.0,-31,0,0,0,1,normal
5012,../static_platform/static_platform_4x4.x,5,24.0,5,0,0,0,1,normal
5013,../static_platform/static_platform_4x4.x,25,24.0,28,0,0,0,1,normal
5014,../static_platform/static_platform_4x4.x,-15,24.0,30,0,0,0,1,normal
5015,../static_platform/static_platform_4x4.x,-30,24.0,0,0,0,0,1,normal
5016,../static_platform/static_platform_4x4.x,-30,24.0,-30,0,0,0,1,normal
5017,../static_platform/static_platform_4x4.x,-50,29.35,-50,0,0,0,1,normal
5018,../static_platform/static_platform_2x2.x,-46,1.2,4,0,0,0,1,normal
5019,../static_platform/static_platform_2x2.x,-47,2.1,9,0,0,0,1,normal
5020,../static_platform/static_platform_2x2.x,-48,3.0,14,0,0,0,1,normal
5021,../static_platform/static_platform_2x2.x,-49,3.9,19,0,0,0,1,normal
5022,../static_platform/static_platform_2x2.x,-50,4.8,24,0,0,0,1,normal
5023,../static_platform/static_platform_2x2.x,-50,5.7,29,0,0,0,1,normal
5024,../static_platform/static_platform_2x2.x,-49,6.6,34,0,0,0,1,normal
5025,../static_platform/static_platform_2x2.x,-48,7.5,39,0,0,0,1,normal
5026,../static_platform/static_platform_2x2.x,29,8.9,44,0,0,0,1,normal
5027,../static_platform/static_platform_2x2.x,33,9.8,43,0,0,0,1,normal
5028,../static_platform/static_platform_2x2.x,37,10.7,41,0,0,0,1,normal
5029,../static_platform/static_platform_2x2.x,41,11.6,40,0,0,0,1,normal
5030,../static_platform/static_platform_2x2.x,44,12.5,39,0,0,0,1,normal
5031,../static_platform/static_platform_2x2.x,47,13.4,38,0,0,0,1,normal
5032,../static_platform/static_platform_2x2.x,49,14.3,37,0,0,0,1,normal
5033,../static_platform/static_platform_2x2.x,50,15.2,36,0,0,0,1,normal
5034,../static_platform/static_platform_2x2.x,12,16.9,-46,0,0,0,1,normal
5035,../static_platform/static_platform_2x2.x,10,17.8,-44,0,0,0,1,normal
5036,../static_platform/static_platform_2x2.x,7,18.7,-42,0,0,0,1,normal
5037,../static_platform/static_platform_2x2.x,5,19.6,-40,0,0,0,1,normal
5038,../static_platform/static_platform_2x2.x,2,20.5,-38,0,0,0,1,normal
5039,../static_platform/static_platform_2x2.x,0,21.4,-36,0,0,0,1,normal
5040,../static_platform/static_platform_2x2.x,-2,22.3,-34,0,0,0,1,normal
5041,../static_platform/static_platform_2x2.x,-5,23.2,-32,0,0,0,1,normal
5042,../static_platform/static_platform_2x2.x,-34,24.8,-34,0,0,0,1,normal
5043,../static_platform/static_platform_2x2.x,-37,25.6,-37,0,0,0,1,normal
