ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType,PlacementCsv
1,../ground/stage_visual_ground_world1.x,0,0,0,0,0,0,1,meshmix2,
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2,
12,../attack_trigger/lever_box_door_grate.x,-12,0.7,17,0,0,0,0.98,normal,
13,../attack_trigger/lever_box_floor14.x,-12,-0.3,20,0,0,0,1,normal,
14,../attack_trigger/lever_box.x,-12,0.7,20,0,0,0,1,normal,
3101,../collision_wall/collision_wall.x,9,1.5,-26,0,90,0,1,meshmix2,
3103,../collision_wall/collision_wall.x,11,1.5,-20,0,90,0,1,meshmix2,
3111,../cubeWoodSmall/cube_wood_small.x,-4,0,-26,0,0,0,1,normal,
3112,../cubeWoodSmall/cube_wood_small.x,-4,0.95,-26,0,0,0,1,normal,
3113,../cubeWoodSmall/cube_wood_small.x,4,0,-26,0,0,0,1,normal,
3114,../cubeWoodSmall/cube_wood_small.x,4,0.95,-26,0,0,0,1,normal,
3115,../cubeWoodSmall/cube_wood_small.x,-4,0,-20,0,0,0,1,normal,
3116,../cubeWoodSmall/cube_wood_small.x,-4,0.95,-20,0,0,0,1,normal,
3117,../cubeWoodSmall/cube_wood_small.x,4,0,-20,0,0,0,1,normal,
3118,../cubeWoodSmall/cube_wood_small.x,4,0.95,-20,0,0,0,1,normal,
3119,../cubeWoodSmall/cube_wood_small.x,11,0,-12,0,0,0,1,normal,
3120,../cubeWoodSmall/cube_wood_small.x,6,0,-6,0,0,0,1,normal,
3121,../cubeWoodSmall/cube_wood_small.x,-6,0,18,0,0,0,1,normal,
3122,../cubeWoodSmall/cube_wood_small.x,-6,0,22,0,0,0,1,normal,
3123,../cubeWoodSmall/cube_wood_small.x,2,0,4,0,0,0,1,normal,
3124,../cubeWoodSmall/cube_wood_small.x,-2,0,4,0,0,0,1,normal,
3125,../cubeWoodSmall/cube_wood_small.x,12,0,0,0,0,0,1,normal,
3126,../cubeWoodSmall/cube_wood_small.x,-8,0.7,20,0,0,0,1,normal,
3127,../cubeWoodSmall/cube_wood_small.x,8,0,-20,0,0,0,1,normal,
3128,../cubeWoodSmall/cube_wood_small.x,14,0,-8,0,0,0,1,normal,
3131,../base/base_rock1.x,-11,0,5,0,30,0,0.7,normal,
3132,../base/base_rock2.x,11,0,22,0,120,0,0.7,normal,
3133,../base/base_rock1.x,-12,0,-20,0,200,0,0.8,normal,
3134,../base/base_rock2.x,13,0,-28,0,310,0,0.8,normal,
3511,../collision_moving_platform/collision_moving_platform.x,3,0.4,9,0,0,0,2,meshmix2,
3620,../static_platform/static_platform_1x1.x,11,3.2,-24,0,0,0,1,normal,
3621,../static_platform/static_platform_2x2.x,-12,2,-1,0,0,0,1,normal,
3801,../tree2/lemonTree.x,-14,0,14,0,0,0,1,normal,
9001,../attack_trigger/lever_box3_floor.x,10,-0.3,-14,0,0,0,1,normal,
9002,../attack_trigger/lever_box3.x,10,0.7,-14,0,0,0,1,normal,
9003,../attack_trigger/lever_box3_door.x,10,0.7,-14,0,0,0,0.98,normal,
9290,../SkySphere/SkySphere.blend.x,0,0.01,0,0,0,0,1,normal,
9200,../grass/grass.x,0,0,0,0,0,0,1,instancing,../grass/grass1-2.csv
9201,../tree2/lemonTree.Instancing.x,0,0,0,0,0,0,1,instancing,../tree2/lemonTree.Instancing.1-2.csv
8001,../fence.x,-11,0.5,-30,0,0,0,1,normal,
8002,../fence.x,-3,0.5,-30,0,0,0,1,normal,
8003,../fence.x,5,0.5,-30,0,0,0,1,normal,
8004,../fence.x,13,0.5,-30,0,0,0,1,normal,
8005,../fence.x,-11,0.5,30,0,0,0,1,normal,
8006,../fence.x,-3,0.5,30,0,0,0,1,normal,
8007,../fence.x,5,0.5,30,0,0,0,1,normal,
8008,../fence.x,13,0.5,30,0,0,0,1,normal,
8009,../fence.x,-15,0.5,-26,0,90,0,1,normal,
8010,../fence.x,-15,0.5,-18,0,90,0,1,normal,
8011,../fence.x,-15,0.5,-10,0,90,0,1,normal,
8012,../fence.x,-15,0.5,-2,0,90,0,1,normal,
8013,../fence.x,-15,0.5,6,0,90,0,1,normal,
8014,../fence.x,-15,0.5,14,0,90,0,1,normal,
8015,../fence.x,-15,0.5,22,0,90,0,1,normal,
8016,../fence.x,-15,0.5,30,0,90,0,1,normal,
8017,../fence.x,15,0.5,-26,0,90,0,1,normal,
8018,../fence.x,15,0.5,-18,0,90,0,1,normal,
8019,../fence.x,15,0.5,-10,0,90,0,1,normal,
8020,../fence.x,15,0.5,-2,0,90,0,1,normal,
8021,../fence.x,15,0.5,6,0,90,0,1,normal,
8022,../fence.x,15,0.5,14,0,90,0,1,normal,
8023,../fence.x,15,0.5,22,0,90,0,1,normal,
8024,../fence.x,15,0.5,30,0,90,0,1,normal,
