ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x120.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage_2_6/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
4001,res/model/plateLava.x,-50,0.02,-50,0,0,0,2.5,NonCollision,n,
4002,res/model/plateLava.x,-30,0.02,-50,0,0,0,2.5,NonCollision,n,
4003,res/model/plateLava.x,-10,0.02,-50,0,0,0,2.5,NonCollision,n,
4004,res/model/plateLava.x,10,0.02,-50,0,0,0,2.5,NonCollision,n,
4005,res/model/plateLava.x,30,0.02,-50,0,0,0,2.5,NonCollision,n,
4006,res/model/plateLava.x,50,0.02,-50,0,0,0,2.5,NonCollision,n,
4007,res/model/plateLava.x,-50,0.02,-30,0,0,0,2.5,NonCollision,n,
4008,res/model/plateLava.x,-30,0.02,-30,0,0,0,2.5,NonCollision,n,
4009,res/model/plateLava.x,-10,0.02,-30,0,0,0,2.5,NonCollision,n,
4010,res/model/plateLava.x,10,0.02,-30,0,0,0,2.5,NonCollision,n,
4011,res/model/plateLava.x,30,0.02,-30,0,0,0,2.5,NonCollision,n,
4012,res/model/plateLava.x,50,0.02,-30,0,0,0,2.5,NonCollision,n,
4013,res/model/plateLava.x,-50,0.02,-10,0,0,0,2.5,NonCollision,n,
4014,res/model/plateLava.x,-30,0.02,-10,0,0,0,2.5,NonCollision,n,
4015,res/model/plateLava.x,-10,0.02,-10,0,0,0,2.5,NonCollision,n,
4016,res/model/plateLava.x,10,0.02,-10,0,0,0,2.5,NonCollision,n,
4017,res/model/plateLava.x,30,0.02,-10,0,0,0,2.5,NonCollision,n,
4018,res/model/plateLava.x,50,0.02,-10,0,0,0,2.5,NonCollision,n,
4019,res/model/plateLava.x,-50,0.02,10,0,0,0,2.5,NonCollision,n,
4020,res/model/plateLava.x,-30,0.02,10,0,0,0,2.5,NonCollision,n,
4021,res/model/plateLava.x,-10,0.02,10,0,0,0,2.5,NonCollision,n,
4022,res/model/plateLava.x,10,0.02,10,0,0,0,2.5,NonCollision,n,
4023,res/model/plateLava.x,30,0.02,10,0,0,0,2.5,NonCollision,n,
4024,res/model/plateLava.x,50,0.02,10,0,0,0,2.5,NonCollision,n,
4025,res/model/plateLava.x,-50,0.02,30,0,0,0,2.5,NonCollision,n,
4026,res/model/plateLava.x,-30,0.02,30,0,0,0,2.5,NonCollision,n,
4027,res/model/plateLava.x,-10,0.02,30,0,0,0,2.5,NonCollision,n,
4028,res/model/plateLava.x,10,0.02,30,0,0,0,2.5,NonCollision,n,
4029,res/model/plateLava.x,30,0.02,30,0,0,0,2.5,NonCollision,n,
4030,res/model/plateLava.x,50,0.02,30,0,0,0,2.5,NonCollision,n,
4031,res/model/plateLava.x,-50,0.02,50,0,0,0,2.5,NonCollision,n,
4032,res/model/plateLava.x,-30,0.02,50,0,0,0,2.5,NonCollision,n,
4033,res/model/plateLava.x,-10,0.02,50,0,0,0,2.5,NonCollision,n,
4034,res/model/plateLava.x,10,0.02,50,0,0,0,2.5,NonCollision,n,
4035,res/model/plateLava.x,30,0.02,50,0,0,0,2.5,NonCollision,n,
4036,res/model/plateLava.x,50,0.02,50,0,0,0,2.5,NonCollision,n,
5001,res/model/static_platform/static_platform_4x4_collision.x,-52,0.35,-48,0,0,0,1,Collision,n,
5002,res/model/static_platform/static_platform_4x4_collision.x,-40,0.35,-48,0,0,0,1,Collision,n,
5003,res/model/static_platform/static_platform_4x4_collision.x,-52,0.35,-36,0,0,0,1,Collision,n,
5004,res/model/static_platform/static_platform_4x4_collision.x,-40,0.35,-36,0,0,0,1,Collision,n,
5005,res/model/static_platform/static_platform_4x4_collision.x,-31,3.2,-1,0,0,0,1,Collision,n,
5006,res/model/static_platform/static_platform_4x4_collision.x,-19,3.2,-1,0,0,0,1,Collision,n,
5007,res/model/static_platform/static_platform_4x4_collision.x,-31,3.2,11,0,0,0,1,Collision,n,
5008,res/model/static_platform/static_platform_4x4_collision.x,-19,3.2,11,0,0,0,1,Collision,n,
5009,res/model/static_platform/static_platform_4x4_collision.x,4,0.35,-44,0,0,0,1,Collision,n,
5010,res/model/static_platform/static_platform_4x4_collision.x,16,0.35,-44,0,0,0,1,Collision,n,
5011,res/model/static_platform/static_platform_4x4_collision.x,4,0.35,-32,0,0,0,1,Collision,n,
5012,res/model/static_platform/static_platform_4x4_collision.x,16,0.35,-32,0,0,0,1,Collision,n,
5013,res/model/static_platform/static_platform_4x4_collision.x,39,0.35,34,0,0,0,1,Collision,n,
5014,res/model/static_platform/static_platform_4x4_collision.x,51,0.35,34,0,0,0,1,Collision,n,
5015,res/model/static_platform/static_platform_4x4_collision.x,39,0.35,46,0,0,0,1,Collision,n,
5016,res/model/static_platform/static_platform_4x4_collision.x,51,0.35,46,0,0,0,1,Collision,n,
5017,res/model/static_platform/static_platform_1x1_collision.x,-42,0.8,-25.5,0,0,0,1,Collision,n,
5018,res/model/static_platform/static_platform_2x2_collision.x,-39,1.2,-19,0,0,0,1,Collision,n,
5019,res/model/static_platform/static_platform_2x2_collision.x,-35,2.0,-12.5,0,0,0,1,Collision,n,
5020,res/model/static_platform/static_platform_2x2_collision.x,-30,2.8,-6,0,0,0,1,Collision,n,
5021,res/model/static_platform/static_platform_2x2_collision.x,-15,2.4,-12,0,0,0,1,Collision,n,
5022,res/model/static_platform/static_platform_2x2_collision.x,-9,1.6,-19,0,0,0,1,Collision,n,
5023,res/model/static_platform/static_platform_2x2_collision.x,-3,0.8,-26,0,0,0,1,Collision,n,
5024,res/model/static_platform/static_platform_1x2_collision.x,30,0.35,-23,0,0,0,1,Collision,n,
5025,res/model/static_platform/static_platform_2x2_collision.x,38,1.9,-13,0,0,0,1,Collision,n,
5026,res/model/static_platform/static_platform_2x2_collision.x,32,2.3,-6,0,0,0,1,Collision,n,
5027,res/model/static_platform/static_platform_2x2_collision.x,24,2.7,1,0,0,0,1,Collision,n,
5028,res/model/static_platform/static_platform_4x4_collision.x,17,3.2,7,0,0,0,1,Collision,n,
5029,res/model/static_platform/static_platform_1x1_collision.x,20,2.4,16,0,0,0,1,Collision,n,
5030,res/model/static_platform/static_platform_2x2_collision.x,26,1.6,22,0,0,0,1,Collision,n,
5031,res/model/static_platform/static_platform_2x2_collision.x,34,0.8,28,0,0,0,1,Collision,n,
5032,res/model/static_platform/static_platform_1x1_collision.x,-52,0.35,-25,0,0,0,1,Collision,n,
5033,res/model/static_platform/static_platform_1x1_collision.x,-54,0.35,-19,0,0,0,1,Collision,n,
5034,res/model/static_platform/static_platform_4x4_collision.x,-54,0.35,-10,0,0,0,1,Collision,n,
5035,res/model/static_platform/static_platform_1x2_collision.x,-27,3.2,23,0,0,0,1,Collision,n,
5036,res/model/static_platform/static_platform_1x2_collision.x,-28,3.2,29,0,0,0,1,Collision,n,
5037,res/model/static_platform/static_platform_1x2_collision.x,-28,3.2,35,0,0,0,1,Collision,n,
5038,res/model/static_platform/static_platform_1x2_collision.x,-28,3.2,41,0,0,0,1,Collision,n,
5039,res/model/static_platform/static_platform_4x4_collision.x,-28,3.2,51,0,0,0,1,Collision,n,
5040,res/model/static_platform/static_platform_2x2_collision.x,-5,0.8,-51,0,0,0,1,Collision,n,
5041,res/model/static_platform/static_platform_2x2_collision.x,-10,1.6,-52,0,0,0,1,Collision,n,
5042,res/model/static_platform/static_platform_2x2_collision.x,-15,2.4,-53,0,0,0,1,Collision,n,
5043,res/model/static_platform/static_platform_4x4_collision.x,-22,3.2,-54,0,0,0,1,Collision,n,
5044,res/model/static_platform/static_platform_2x2_collision.x,8,3.2,12,0,0,0,1,Collision,n,
5045,res/model/static_platform/static_platform_2x2_collision.x,0,3.2,16,0,0,0,1,Collision,n,
5046,res/model/static_platform/static_platform_2x2_collision.x,-8,3.2,19,0,0,0,1,Collision,n,
5047,res/model/static_platform/static_platform_2x2_collision.x,-16,3.2,22,0,0,0,1,Collision,n,
5048,res/model/static_platform/static_platform_2x2_collision.x,-24,3.2,24,0,0,0,1,Collision,n,
5049,res/model/static_platform/static_platform_2x2_collision.x,-32,3.2,26,0,0,0,1,Collision,n,
5050,res/model/static_platform/static_platform_2x2_collision.x,-40,3.2,27,0,0,0,1,Collision,n,
5051,res/model/static_platform/static_platform_4x4_collision.x,-52,3.2,27,0,0,0,1,Collision,n,
6001,res/model/collision_moving_platform.x,34,0.65,-22,0,0,0,1,Collision,y,
7001,res/model/tree2Physics/tree_cylinder_collision.x,-54,0.85,-10,0,0,0,1,Collision,n,
9001,res/model/attack_trigger/lever_box_floor.x,-22,2.8,-54,0,0,0,1,Collision,n,
9002,res/model/attack_trigger/lever_box.x,-22,3.8,-54,0,0,0,1,Collision,n,
9003,res/model/attack_trigger/lever_box_door.x,-22,3.8,-57,0,0,0,0.98,Collision,y,
9101,res/model/attack_trigger/lever_box3_floor.x,27,-0.05,-27,0,90,0,1,Collision,n,
9102,res/model/attack_trigger/lever_box3.x,27,0.95,-27,0,90,0,1,Collision,n,
9103,res/model/attack_trigger/lever_box3_door.x,27,0.95,-27,0,90,0,0.98,Collision,y,
