ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
1,../ground/stage_visual_ground_world2.x,0,0,0,0,0,0,1,meshmix2
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2
4001,../plateLava.x,-50,0.02,-50,0,0,0,2.5,meshmix2
4002,../plateLava.x,-30,0.02,-50,0,0,0,2.5,meshmix2
4003,../plateLava.x,-10,0.02,-50,0,0,0,2.5,meshmix2
4004,../plateLava.x,10,0.02,-50,0,0,0,2.5,meshmix2
4005,../plateLava.x,30,0.02,-50,0,0,0,2.5,meshmix2
4006,../plateLava.x,50,0.02,-50,0,0,0,2.5,meshmix2
4007,../plateLava.x,-50,0.02,-30,0,0,0,2.5,meshmix2
4008,../plateLava.x,-30,0.02,-30,0,0,0,2.5,meshmix2
4009,../plateLava.x,-10,0.02,-30,0,0,0,2.5,meshmix2
4010,../plateLava.x,10,0.02,-30,0,0,0,2.5,meshmix2
4011,../plateLava.x,30,0.02,-30,0,0,0,2.5,meshmix2
4012,../plateLava.x,50,0.02,-30,0,0,0,2.5,meshmix2
4013,../plateLava.x,-50,0.02,-10,0,0,0,2.5,meshmix2
4014,../plateLava.x,-30,0.02,-10,0,0,0,2.5,meshmix2
4015,../plateLava.x,-10,0.02,-10,0,0,0,2.5,meshmix2
4016,../plateLava.x,10,0.02,-10,0,0,0,2.5,meshmix2
4017,../plateLava.x,30,0.02,-10,0,0,0,2.5,meshmix2
4018,../plateLava.x,50,0.02,-10,0,0,0,2.5,meshmix2
4019,../plateLava.x,-50,0.02,10,0,0,0,2.5,meshmix2
4020,../plateLava.x,-30,0.02,10,0,0,0,2.5,meshmix2
4021,../plateLava.x,-10,0.02,10,0,0,0,2.5,meshmix2
4022,../plateLava.x,10,0.02,10,0,0,0,2.5,meshmix2
4023,../plateLava.x,30,0.02,10,0,0,0,2.5,meshmix2
4024,../plateLava.x,50,0.02,10,0,0,0,2.5,meshmix2
