ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType,PlacementCsv
1,../ground/stage_visual_ground_world4.x,0,0,0,0,0,0,1,meshmix2,
2,stage_ground.x,0,0,0,0,0,0,1,meshmix2,
3001,../static_platform/static_platform_2x2.x,-40.0,0.4,-114.0,0,0,0,1,meshmix2,
3002,../static_platform/static_platform_2x2.x,-45.514870180108346,0.4,-111.63648420852499,0,0,0,1,meshmix2,
3003,../static_platform/static_platform_2x2.x,-51.02974036021669,0.4,-109.27296841704998,0,0,0,1,meshmix2,
3004,../static_platform/static_platform_2x2.x,-51.959222828020735,0.4,-106.12928759235234,0,0,0,1,meshmix2,
3005,../static_platform/static_platform_2x2.x,-47.53629798681629,0.4,-102.07493982124826,0,0,0,1,meshmix2,
3006,../static_platform/static_platform_2x2.x,-43.11337314561184,0.4,-98.02059205014419,0,0,0,1,meshmix2,
3007,../static_platform/static_platform_2x2.x,-38.69044830440739,0.4,-93.96624427904011,0,0,0,1,meshmix2,
3008,../static_platform/static_platform_2x2.x,-13.091684982466752,0.4,-92.7633260070133,0,0,0,1,meshmix2,
3009,../static_platform/static_platform_2x2.x,-18.662545127778312,0.4,-90.53498194888867,0,0,0,1,meshmix2,
3010,../static_platform/static_platform_2x2.x,-34.267523463202934,0.4,-89.91189650793604,0,0,0,1,meshmix2,
3011,../static_platform/static_platform_2x2.x,-24.23340527308987,0.4,-88.30663789076405,0,0,0,1,meshmix2,
3012,../static_platform/static_platform_2x2.x,-29.804265418401425,0.4,-86.07829383263943,0,0,0,1,meshmix2,
3013,../static_platform/static_platform_2x2.x,-12.74174323043888,0.4,-85.77477030868336,0,0,0,1,meshmix2,
3014,../static_platform/static_platform_2x2.x,-19.0,0.4,-81.0,0,0,0,1,meshmix2,
3015,../static_platform/static_platform_2x2.x,-14.639109826539908,0.4,-80.08267052038028,0,0,0,1,meshmix2,
3016,../static_platform/static_platform_2x2.x,-26.0,0.4,-78.0,0,0,0,1,meshmix2,
3017,../static_platform/static_platform_2x2.x,-16.536476422640938,0.4,-74.3905707320772,0,0,0,1,meshmix2,
3018,../static_platform/static_platform_2x2.x,-33.0,0.4,-70.0,0,0,0,1,meshmix2,
3019,../static_platform/static_platform_2x2.x,-18.433843018741964,0.4,-68.69847094377411,0,0,0,1,meshmix2,
3020,../static_platform/static_platform_2x2.x,-20.852285531337184,0.4,-63.39122462047344,0,0,0,1,meshmix2,
3021,../static_platform/static_platform_2x2.x,-30.0,0.4,-62.0,0,0,0,1,meshmix2,
3022,../static_platform/static_platform_2x2.x,-25.734686358577594,0.4,-59.90379545815886,0,0,0,1,meshmix2,
3023,../static_platform/static_platform_2x2.x,-30.617087185818004,0.4,-56.416366295844284,0,0,0,1,meshmix2,
3024,../static_platform/static_platform_2x2.x,-27.0,0.4,-53.0,0,0,0,1,meshmix2,
3025,../static_platform/static_platform_2x2.x,-32.5843784962853,0.4,-52.82031541357108,0,0,0,1,meshmix2,
3026,../static_platform/static_platform_2x2.x,-27.975050818701042,0.4,-48.9792090155842,0,0,0,1,meshmix2,
3027,../static_platform/static_platform_2x2.x,-23.36572314111679,0.4,-45.138102617597326,0,0,0,1,meshmix2,
3028,../static_platform/static_platform_2x2.x,-18.079760758335006,0.4,-42.431904303334,0,0,0,1,meshmix2,
3029,../static_platform/static_platform_2x2.x,-12.508900613023448,0.4,-40.20356024520938,0,0,0,1,meshmix2,
3030,../static_platform/static_platform_2x2.x,-6.938040467711893,0.4,-37.975216187084754,0,0,0,1,meshmix2,
3031,../static_platform/static_platform_2x2.x,-1.4547458788684935,0.4,-35.59105940915137,0,0,0,1,meshmix2,
3032,../static_platform/static_platform_2x2.x,3.3452541211315063,0.4,-31.99105940915137,0,0,0,1,meshmix2,
3033,../static_platform/static_platform_2x2.x,8.145254121131506,0.4,-28.39105940915137,0,0,0,1,meshmix2,
3034,../static_platform/static_platform_2x2.x,12.945254121131507,0.4,-24.79105940915137,0,0,0,1,meshmix2,
3035,../static_platform/static_platform_2x2.x,17.523238709148078,0.4,-20.91716612949543,0,0,0,1,meshmix2,
3036,../static_platform/static_platform_2x2.x,22.038698877389344,0.4,-16.966138482284325,0,0,0,1,meshmix2,
3037,../static_platform/static_platform_2x2.x,26.554159045630612,0.4,-13.015110835073216,0,0,0,1,meshmix2,
3038,../static_platform/static_platform_2x2.x,36.0,3.2,-10.0,0,0,0,1,meshmix2,
3039,../static_platform/static_platform_2x2.x,31.079113206482315,0.4,-9.07504582301516,0,0,0,1,meshmix2,
3040,../static_platform/static_platform_2x2.x,35.63465282067409,0.4,-5.170297582279347,0,0,0,1,meshmix2,
3041,../static_platform/static_platform_2x2.x,40.19019243486588,0.4,-1.2655493415435366,0,0,0,1,meshmix2,
3042,../static_platform/static_platform_2x2.x,43.30548883316381,0.4,2.694511166836194,0,0,0,1,meshmix2,
3043,../static_platform/static_platform_2x2.x,39.06284814604452,0.4,6.93715185395548,0,0,0,1,meshmix2,
3044,../static_platform/static_platform_2x2.x,34.82020745892524,0.4,11.179792541074765,0,0,0,1,meshmix2,
3045,../static_platform/static_platform_2x2.x,30.577566771805948,0.4,15.42243322819405,0,0,0,1,meshmix2,
3046,../static_platform/static_platform_2x2.x,25.5554450357256,0.4,18.66673297856464,0,0,0,1,meshmix2,
3047,../static_platform/static_platform_2x2.x,20.41048748145034,0.4,21.753707511129797,0,0,0,1,meshmix2,
3048,../static_platform/static_platform_2x2.x,15.265529927175072,0.4,24.840682043694954,0,0,0,1,meshmix2,
3049,../static_platform/static_platform_2x2.x,10.120572372899808,0.4,27.927656576260116,0,0,0,1,meshmix2,
3050,../static_platform/static_platform_2x2.x,5.056658603292821,0.4,31.145762706995477,0,0,0,1,meshmix2,
3051,../static_platform/static_platform_2x2.x,-0.005310323099823933,0.4,34.367015660154436,0,0,0,1,meshmix2,
3052,../static_platform/static_platform_2x2.x,-5.067279249492467,0.4,37.58826861331339,0,0,0,1,meshmix2,
3053,../static_platform/static_platform_2x2.x,-10.129248175885113,0.4,40.80952156647234,0,0,0,1,meshmix2,
3054,../static_platform/static_platform_2x2.x,-14.82713556902627,0.4,44.513009394690016,0,0,0,1,meshmix2,
3055,../static_platform/static_platform_2x2.x,-19.31159148112823,0.4,48.499192427669534,0,0,0,1,meshmix2,
3056,../static_platform/static_platform_2x2.x,-23.796047393230186,0.4,52.48537546064905,0,0,0,1,meshmix2,
3057,../static_platform/static_platform_2x2.x,-28.280503305332143,0.4,56.47155849362857,0,0,0,1,meshmix2,
3058,../static_platform/static_platform_2x2.x,-26.632198555489758,0.4,59.530818838413744,0,0,0,1,meshmix2,
3059,../static_platform/static_platform_2x2.x,-21.16999969071413,0.4,62.01363650422085,0,0,0,1,meshmix2,
3060,../static_platform/static_platform_2x2.x,-15.707800825938502,0.4,64.49645417002796,0,0,0,1,meshmix2,
3061,../static_platform/static_platform_2x2.x,-10.245601961162873,0.4,66.97927183583505,0,0,0,1,meshmix2,
3062,../static_platform/static_platform_2x2.x,-5.6733063715303444,0.4,70.65907843253675,0,0,0,1,meshmix2,
3063,../static_platform/static_platform_2x2.x,-1.722278724319236,0.4,75.17453860077802,0,0,0,1,meshmix2,
3064,../static_platform/static_platform_2x2.x,2.2287489228918727,0.4,79.68999876901928,0,0,0,1,meshmix2,
3065,../static_platform/static_platform_2x2.x,5.877907420325209,0.4,84.24418515934958,0,0,0,1,meshmix2,
3066,../static_platform/static_platform_2x2.x,3.194625847325461,0.4,89.61074830534908,0,0,0,1,meshmix2,
3067,../static_platform/static_platform_2x2.x,0.5113442743257135,0.4,94.97731145134857,0,0,0,1,meshmix2,
3068,../static_platform/static_platform_2x2.x,-1.6352659105060816,0.4,100.12157802983131,0,0,0,1,meshmix2,
3069,../static_platform/static_platform_2x2.x,4.0568338777970006,0.4,102.01894462593233,0,0,0,1,meshmix2,
3070,../static_platform/static_platform_2x2.x,9.748933666100084,0.4,103.91631122203336,0,0,0,1,meshmix2,
3071,../static_platform/static_platform_2x2.x,15.441033454403168,0.4,105.8136778181344,0,0,0,1,meshmix2,
3701,../plateLava.x,-54,0.02,-82,0,0,0,1.6,meshmix2,
