ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x120.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage5/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
2101,res/model/collision_wall/collision_wall_collision.x,-22,1.5,-12,0,0,0,1,Collision,n,
2102,res/model/collision_wall/collision_wall_collision.x,-22,1.5,12,0,0,0,1,Collision,n,
2103,res/model/collision_wall/collision_wall_collision.x,22,1.5,-12,0,0,0,1,Collision,n,
2104,res/model/collision_wall/collision_wall_collision.x,22,1.5,12,0,0,0,1,Collision,n,
2105,res/model/collision_wall/collision_wall_collision.x,-10,1.5,0,0,90,0,1,Collision,n,
2106,res/model/collision_wall/collision_wall_collision.x,10,1.5,0,0,90,0,1,Collision,n,
2107,res/model/cubeWoodSmall/cube_wood_small_collision.x,-30,0,-24,0,0,0,1,Collision,n,
2108,res/model/cubeWoodSmall/cube_wood_small_collision.x,30,0,-20,0,0,0,1,Collision,n,
2109,res/model/cubeWoodSmall/cube_wood_small_collision.x,-30,0,22,0,0,0,1,Collision,n,
2110,res/model/cubeWoodSmall/cube_wood_small_collision.x,30,0,26,0,0,0,1,Collision,n,
8060,res/model/collision_wall/collision_wall_tall_collision.x,-42,1.5,-42,0,0,0,1,Collision,n
8061,res/model/collision_wall/collision_wall_tall_collision.x,0,1.5,0,0,90,0,1,Collision,n
8062,res/model/collision_wall/collision_wall_tall_collision.x,42,1.5,42,0,0,0,1,Collision,n
