ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,loadType
2,../plateField4.x,0,0,0,0,0,0,1,normal
1103,../collision_wall.x,-11.5,1.5,16,0,0,0,1,normal
1104,../collision_wall.x,11.5,1.51,12,0,0,0,1,normal
1105,../collision_wall.x,-6,1.52,5.0,0,1.5708,0,1,normal
1106,../collision_wall.x,6,1.53,-5.0,0,1.5708,0,1,normal
1107,../collision_wall.x,-9.5,1.54,-10,0,0,0,1,normal
1108,../collision_wall.x,9.5,1.55,-14,0,0,0,1,normal
1109,../collision_wall.x,-3.5,1.56,20,0,1.5708,0,1,normal
1110,../collision_wall.x,4.5,1.57,-20,0,0,0,1,normal
1113,../collision_moving_platform.x,-2.5,0.82,0,0,0,0,1,normal
1114,../collision_moving_platform.x,2.5,0.83,0,0,0,0,1,normal
1119,../cubeWood/cube_wood.x,-12.5,1,20,0,0,0,1,normal
1120,../cubeWood/cube_wood.x,-5,1.01,15.0,0,0,0,1,normal
1121,../cubeWood/cube_wood.x,-1.5,1.02,10,0,0,0,1,normal
1122,../cubeWood/cube_wood.x,4.5,1.03,-10,0,0,0,1,normal
1123,../cubeWood/cube_wood.x,7,1.04,-15.0,0,0,0,1,normal
1124,../cubeWood/cube_wood.x,12.5,1.05,-20,0,0,0,1,normal
1126,..\SkySphere\SkySphere.blend.x, 0,0.01,0, 0, 0, 0, 1, normal
