ID,FileName,PosX,PosY,PosZ,RotX,RotY,RotZ,Scale,Type,Move,Instancing
1,res/model/cubeNormalInverse120x240.x,0,0,0,0,0,0,1,Collision,n,
2,res/model/stage11/stage_ground.x,0,0.01,0,0,0,0,1,Collision,n,
3301,res/model/collision_wall/collision_wall_collision.x,-18,1.5,-54,0,90,0,1,Collision,n,
3302,res/model/collision_wall/collision_wall_collision.x,18,1.5,-54,0,90,0,1,Collision,n,
3303,res/model/collision_wall/collision_wall_collision.x,-18,1.5,0,0,90,0,1,Collision,n,
3304,res/model/collision_wall/collision_wall_collision.x,18,1.5,0,0,90,0,1,Collision,n,
3305,res/model/collision_wall/collision_wall_collision.x,-18,1.5,54,0,90,0,1,Collision,n,
3306,res/model/collision_wall/collision_wall_collision.x,18,1.5,54,0,90,0,1,Collision,n,
3307,res/model/cubeWoodSmall/cube_wood_small_collision.x,34,0,58,0,0,0,1,Collision,n,
3308,res/model/cubeWoodSmall/cube_wood_small_collision.x,34,0,42,0,0,0,1,Collision,n,
3309,res/model/cubeWoodSmall/cube_wood_small_collision.x,34,0,8,0,0,0,1,Collision,n,
3310,res/model/cubeWoodSmall/cube_wood_small_collision.x,34,0,-8,0,0,0,1,Collision,n,
3311,res/model/cubeWoodSmall/cube_wood_small_collision.x,34,0,-42,0,0,0,1,Collision,n,
3312,res/model/cubeWoodSmall/cube_wood_small_collision.x,34,0,-58,0,0,0,1,Collision,n,
8090,res/model/collision_wall/collision_wall_tall_collision.x,-42,1.5,-72,0,0,0,1,Collision,n
8091,res/model/collision_wall/collision_wall_tall_collision.x,0,1.5,0,0,90,0,1,Collision,n
8092,res/model/collision_wall/collision_wall_tall_collision.x,42,1.5,72,0,0,0,1,Collision,n
